section,topic,torah #,passage #,hebrew_text,translation,summary,keywords
Torah,Vayigash,2,11,"ומ""ש ר' נחמי' אין ויגש אלא קרבן יובן עפי""ד הפסיקתא רבתי (פ""ז) וכן הוא ברבה במדבר (פי""ג ס""ג) שפל רוח יתמך כבוד (משלי כ""ט) זה יהודה שהשפיל עצמו לפני יוסף בשביל בנימין. אמר הקב""ה אתה השפלת עצמך מפני אחיך הקטן הימך, חייך כשיוקם המשכן ויבואו השבטים להקריב, אין א' מהם מקריב ראשון לפניך, אלא חולקים לך כבוד ואתה הוא שתקריב ראשון שנאמר ויהי המקריב ביום הראשון למטה יהודה וגו', מבואר דע""י הגשה זו זכה לקרבן. ובזה יבואר הכוונה אין ויגש אלא קרבן, והבן.","Here's the translation:

Regarding what Rabbi Nechemiah said ""there is no 'Vayigash' (and he approached) except [in relation to] sacrifice,"" this can be understood according to the words of the Pesikta Rabbati (Chapter 7), and similarly in Rabbah Bamidbar (Chapter 13:3): ""He who is of humble spirit will obtain honor"" (Proverbs 29) - this refers to Judah who humbled himself before Joseph for the sake of Benjamin. The Holy One, Blessed be He, said: ""You humbled yourself before your younger brother; by your life, when the Mishkan (Tabernacle) will be established and the tribes will come to offer sacrifices, none of them will offer before you, rather they will give honor to you, and you will be the one to offer first, as it is said 'And he that offered his offering on the first day was from the tribe of Judah, etc.'"" It is explained that through this approach (hagasha), he merited the sacrifice. And with this, the intention of ""there is no 'Vayigash' except [in relation to] sacrifice"" is explained, understand this.

Note: I've preserved Hebrew/Aramaic terms like ""Mishkan"" and ""hagasha"" where they carry specific religious significance. The text connects Judah's humility in approaching Joseph to his tribe's later privilege of offering the first sacrifice at the dedication of the Tabernacle.","This passage from Sefer Divrey Yoel discusses the connection between Yehuda's humility and his tribe's future privilege in the Mishkan (Tabernacle). It explains that when Yehuda approached (vayigash) Yosef and humbled himself for the sake of his younger brother Binyamin, Hashem rewarded this act of self-effacement by granting Yehuda's tribe the honor of being the first to bring sacrifices when the Mishkan was established. The text draws on the verse from Proverbs ""The humble in spirit will retain honor"" and connects the word ""vayigash"" (approaching) with the concept of korban (sacrifice), teaching that true spiritual elevation and the privilege of bringing offerings comes through genuine humility and self-nullification before others.","קרבן (Korban) ,משכן (Mishkan) ,הקב""ה (HaKadosh Baruch Hu) ,שפל רוח (Shfal Ruach) ,כבוד (Kavod) ,הגשה (Hagasha) ,שבטים (Shevatim) ,מקריב (Makriv) ,ויגש (Vayigash) ,זכה (Zacha) "
Torah,Vayigash,2,12,"ויובן דברי המדרש הנ""ל (קושיא ב') ויגש אליו יהודה וגו' תפוחי זהב במשכיות כסף דבר דבור על אופניו, מה אופן זה מראה פנים מכל צד, כך היו דבריו של יהודה נראים לכל צד בשעה שדיבר עם יוסף. ר""ל שנתלבש ונסתר הפנימיות שבדבריו. והמשילן לתפוחי זהב במשכיות כסף, שהזהב טמיר ומכוסה מעין רואה לרוב חשיבותו, כמו כן פנימיות דבריו של יהודה היו בהסתר ומכוסה מפני המקטרג, והיו בהם תפלה ותחנונים לפני הבוי""ת כבחי' שכתב הנועם אלימלך זלל""ה, וז""ש שהיו דבריו נראים לכל צד בשעה שדיבר עם יוסף, שהיו המשמעות נראה כפשוטו ליוסף המדבר אליו, ותוכן הדיבורים נראים ומכוונים דברי תפלה להבוי""ת כנ""ל.","Here's the translation:

The words of the aforementioned Midrash can be understood (addressing the second question): ""And Judah approached him, etc."" - ""Like golden apples in silver settings, a word spoken in its proper way."" Just as a wheel shows faces (aspects) from every side, so too were Judah's words visible from every angle when he spoke with Joseph. This means that the inner meaning of his words was clothed and concealed. They are compared to golden apples in silver settings, as gold is hidden and covered from the eye of the beholder due to its great importance. Similarly, the inner meaning of Judah's words was hidden and concealed from the prosecutor, and they contained prayer and supplications before the Blessed Creator (Borei Yitbarach), as explained by the Noam Elimelech of blessed memory. This is what is meant by ""his words were visible from every side when he spoke with Joseph"" - the apparent meaning was visible in its simple form to Joseph who was speaking with him, while the content of the words were also visible and directed as words of prayer to the Blessed Creator, as mentioned above.

Note: I've preserved Hebrew/Hasidic terms like ""Borei Yitbarach"" and ""Noam Elimelech"" as they appear in the original text, as these are specific religious and cultural references.","This passage from Divrei Yoel discusses the Midrashic interpretation of Yehudah's approach to Yosef, comparing his words to ""golden apples in silver settings."" The key insight is that Yehudah's words operated on two simultaneous levels: the external level that appeared as a straightforward plea to Yosef, and a deeper, hidden spiritual level that contained prayers and supplications to Hashem. Drawing on the Noam Elimelech's teaching, the text explains that just as gold is concealed within silver due to its preciousness, so too Yehudah's true spiritual intentions were concealed from potential accusers while maintaining their dual effectiveness - both as communication with Yosef and as prayer to the Divine.","פנימיות (Pnimiut) ,תפלה (Tefillah) ,תחנונים (Tachanunim) ,הבוי""ת (HaBorei Yitbarach) ,מקטרג (Mekatreg) ,נועם אלימלך (Noam Elimelech) ,משכיות (Maskiyot) ,דבר דבור (Davar Dibur) ,אופניו (Ofanav) ,הסתר (Hester) "
Torah,Vayigash,2,13,"ועתה נבוא לבאר המדרש הנ""ל עה""פ ואתם עלו לשלום אל אביכם (עיין לעיל קושיא ה') בהקדם מ""ש ברבינו בחיי עה""ת סו""פ מקץ וז""ל וע""ד הקבלה מה שנחתמה הפרשה ואתם עלו לשלו' אל אביכם, והיה יכול לומר לכו לשלו' לדרככם, אבל הפרשה מבוארת באחי יוסף לשעה, ורומזת לעשרה הרוגי מלכות לדורות אשר עלו לשלו' אל אביהם שבשמים, אחר שנתלבנו ונצרפו מחטא מכירת יוסף, עוד כתב שם בשם פרקי היכלות (מר""י כוה""ג) כי ר' חנינא בן תרדיון הוחלף בלופינס קיסר ולופינס הוא שנשרף וכו' וכמידה הזאת לכל חכמי ישראל עכ""ד פרקי היכלות. ושמעתי כשם שהוחלף יצחק באיל, והוקבע לו שכר כאלו הוקרב וכאלו עפרו צבור ע""ג המזבח. כן הוחלפו חכמי ישראל באחרים. וכיון שטעמו טעם מיתה במה שנתפשו ונגמר דינם לכך, הם קבלו ענשם וה""ז כאלו נהרגו עכ""ד הרבינו בחיי ז""ל.","Here's the English translation, preserving the Hebrew/Hasidic terminology:

And now we will come to explain the aforementioned Midrash on the verse ""And you go up in peace to your father"" (see above question 5), by first introducing what Rabbeinu Bachya wrote on the Torah at the end of Parshat Miketz, and these are his words: According to the way of Kabbalah, regarding how the Parsha ends with ""And you go up in peace to your father"" - it could have said ""Go in peace on your way,"" but while the Parsha explicitly discusses Yosef's brothers at that time, it alludes to the Ten Martyrs (Asarah Harugei Malchut) for future generations who ascended in peace to their Father in Heaven, after they were purified and refined from the sin of selling Yosef. He further wrote there in the name of Pirkei Heichalot (from Rabbi Yishmael Kohen Gadol) that Rabbi Chanina ben Teradion was exchanged with Lupinus Caesar, and it was Lupinus who was burned, etc. And this measure applied to all the Sages of Israel, these are the words of Pirkei Heichalot. And I heard that just as Yitzchak was exchanged with the ram, and it was established for him reward as if he was sacrificed and as if his ashes were gathered on the altar, so too the Sages of Israel were exchanged with others. And since they tasted the taste of death when they were seized and their judgment was sealed for this, they received their punishment and it is as if they were killed, these are the words of Rabbeinu Bachya z""l.","This passage from Sefer Divrey Yoel discusses a deep kabbalistic interpretation of the verse ""And you shall go up in peace to your father"" from the Joseph narrative. The text, citing Rabbeinu Bachya, explains that this verse cryptically alludes to the Ten Martyrs (Asarah Harugei Malchut), suggesting that after being purified from the sin of selling Joseph, they ""ascended in peace to their Father in Heaven."" The passage then presents a fascinating theological concept comparing these martyrs to the binding of Isaac (Akeidat Yitzchak), suggesting that just as Isaac was substituted with a ram but received reward as if he was actually sacrificed, similarly some of the Ten Martyrs were mysteriously substituted with others but received full spiritual credit as if they had actually been martyred, having experienced the taste of death through their sentencing.","מדרש (Midrash) ,קבלה (Kabbalah) ,פרקי היכלות (Pirkei Heichalot) ,עשרה הרוגי מלכות (Aseret Harugei Malchut) ,אביהם שבשמים (Avihem SheBaShamayim) ,כוהן גדול (Kohen Gadol) ,מזבח (Mizbeach) ,חטא (Chet) ,נתלבנו ונצרפו (Nitlabnu VeNitzrafu) ,עולם הבא (Olam HaBa) "
Torah,Vayigash,2,14,"ובזה יתורץ קושית המפרשים לעיל (קושיא ד') דמדוע מתחלה נתרצו שיהיו כולם עבדים והצדיקו הדין עליהם, ואח""כ כשנתחסד עמהם ואמר חלילה לי מעשות זאת וגו' ואתם עלו לשלום אל אביכם, אז עמד יהודה לדבר קשות נגדו, אמנם יבואר לדרכינו עפי""ד רבינו בחיי ז""ל, דמעיקרא סברו שכ""ז נגזר עליהם בעון מכירת יוסף, כמ""ש האלקים מצא את עון עבדיך הננו עבדים לאדני גם אנחנו וגו' וחשבו שעי""ז יתמרק עונם בעולם הזה, אבל אחר שאמר להם יוסף ואתם עלו לשלום אל אביכם, ורמז על גזירת עשרה הרוגי מלכות שבזה יקבלו ענשם למרק עונם, ע""כ התנגדו לדין הקשה הזה שבאמת לא הגיע אליהם עונש כזה, לפי שמחל להם יוסף כדאיתא ברבינו בחיי ובמדרשי חז""ל שהתרו בו בס""מ התראות חמורות בעונשין קשין. והוא קיבל עליו הכל, וגזירת עשרה הרוגי מלכות היה הכרח וסוד גדול איכא בגווי', כמ""ש ז""ל שתוק כך עלה במחשבה לפני, ומבואר בכתבי האר""י ז""ל שהיה כדי להוציא בלעם מפיהם עייש""ד בטעמם, ועכשיו עדיין לא נתגלה להם להשבטים הקדושים טעם ההכרח. עד שהיה צורך השעה לכך, שעלה ר' ישמעאל כהן גדול ושאל מאת לבוש הבדים וכו', וע""כ התנגדו לדין הקשה הזה.","Here's the English translation, preserving the Hasidic terminology:

This resolves the question raised by the commentators above (Question 4): Why did they initially agree to all become slaves and accept the divine judgment upon themselves, but later, when he [Yosef] showed them kindness and said ""Far be it from me to do this"" etc., and ""You go up in peace to your father,"" then Yehuda stood up to speak harshly against him?

However, according to our approach, it can be explained based on the words of Rabbeinu Bachya z""l, that initially they thought all this was decreed upon them as punishment for the sin of selling Yosef, as they said ""G-d has uncovered the sin of your servants; we are servants to my master, both we..."" They thought that through this their sin would be atoned for in this world.

But after Yosef told them ""You go up in peace to your father,"" alluding to the decree of the Ten Martyrs [Asara Harugei Malchus] through which they would receive their punishment to atone for their sin, they therefore opposed this harsh judgment because such a punishment truly did not befit them, since Yosef had forgiven them, as brought in Rabbeinu Bachya and in the Midrashim of Chazal that they warned him with severe warnings of harsh punishments, and he accepted it all upon himself.

The decree of the Ten Martyrs was a necessity and contained within it a great secret, as Chazal said ""Be silent, for this is what arose in My thought."" It is explained in the writings of the Arizal that it was necessary to extract what they had swallowed, see there for their reasons. At this point, the holy tribes had not yet been revealed the reason for this necessity, until the time came when Rabbi Yishmael Kohen Gadol ascended and asked the One clothed in linen, etc., and therefore they opposed this harsh judgment.","This passage discusses a profound theological question regarding divine justice and atonement in the story of Joseph and his brothers. The key insight revolves around why the brothers initially accepted being servants as punishment for selling Joseph, but later objected when Joseph freed them. According to the text, they first believed their servitude would atone for their sin of selling Joseph, but when Joseph sent them home in peace, it hinted at a future, more severe atonement - the martyrdom of the Ten Martyrs (Asarah Harugei Malchut). The brothers objected to this harsher decree because Joseph had already forgiven them, though the text explains this martyrdom was ultimately a divine necessity containing deep mystical significance that was not yet revealed to them, as explained in the writings of the Arizal.","עון (Avon) ,צדיקים (Tzaddikim) ,דין (Din) ,עשרה הרוגי מלכות (Aseret Harugei Malchut) ,סוד (Sod) ,מחשבה (Machshava) ,כתבי האר""י (Kitvei HaAri) ,השבטים הקדושים (HaShvatim HaKedoshim) ,כהן גדול (Kohen Gadol) ,לבוש הבדים (Levush HaBadim) "
Torah,Vayigash,2,15,"או אפ""ל ע""ד שכתב ק""ז הישמח משה זלל""ה בשם המפרשים דמתחילה חשבו שהוא בעון מכירת יוסף, לזאת שמו יד לפה וקבלו עליהם את הדין, אבל אחר שראו שרק בנימין לבדו נלכד, והוא לא היה בחטא ההוא ע""כ חשבו שהוא רק ענין בחיריי מהמושל ע""כ ניגש יהודה לדבר קשות עכת""ד. ולדרכנו כיון שאמר עלו לשלו' אל אביכם, א""כ לא יקבלו עונשם עכשיו לכפרת החטא אלא לעתיד, וע""כ שהוא רק ענין בחיריי מדעת המושל, ולכך ניגש יהודה לדבר אליו קשות.","Here's the translation, preserving the Hasidic terminology:

One could also explain according to what my holy grandfather, the Yismach Moshe of blessed memory, wrote in the name of the commentators: Initially, they thought this was punishment for the sin of selling Yosef, and therefore they remained silent and accepted the divine judgment. However, after they saw that only Binyamin was caught, and he had not been involved in that sin, they concluded that this must merely be an arbitrary decision of the ruler. Therefore, Yehuda approached to speak harshly [with Yosef].

And according to our approach, since he [Yosef] said ""Go up in peace to your father,"" this meant they would not receive their punishment now as atonement for the sin, but rather in the future. Therefore, this must have been merely an arbitrary matter from the ruler's own decision, and that is why Yehuda approached to speak harshly with him.

Note: I've preserved terms like ""Yismach Moshe"" and kept the biblical names in their Hebrew form (Yosef, Yehuda, Binyamin) to maintain the authentic feel of the text.","This passage from Divrey Yoel discusses the brothers' reaction to Benjamin's capture, citing an interpretation from the Yismach Moshe. Initially, the brothers assumed their troubles were divine punishment for selling Joseph, so they accepted the judgment silently. However, when they realized only Benjamin (who wasn't involved in selling Joseph) was caught, they concluded this must be merely the ruler's arbitrary decision rather than divine retribution. The key theological insight is that when Joseph told them to ""go up in peace to your father,"" it indicated their punishment for selling him would come later, not now - thus confirming this was a human-initiated situation rather than immediate divine justice, which is why Judah felt empowered to speak up forcefully.","עון (avon) ,דין (din) ,חטא (chet) ,כפרה (kapparah) ,בחיריי (bechirii) ,מושל (moshel) ,זלל""ה (zatzal) ,ישמח משה (Yismach Moshe) ,מפרשים (mefarshim) ,תשובה (implied in context) "
Torah,Vayigash,2,16,"ובזה יבואר המדרש הנ""ל אמרין לי' השלו' דכולי' נשפה, ר""ל השלו' שאתה רומז עלי' בעשרה הרוגי מלכות, היא שלו' של חשך ואפילה וגזירה נוראה, ורוה""ק צווחת שלו' רב לאוהבי תורתך ואין למו מכשול, דבסוף יהי' להם שלו' ולא יגיע אליהם העונש בפועל, אלא יתמרק ענשם במה שנתפשו ונגמר דינם כדברי הפרקי היכלות הנ""ל. אלא שלא נתגלה להם הרוה""ק, דאם לא כן לא היה להם צער בגמר דינם ול""ה נתמרק עונם, ואפשר דבמה שאמר יהודה סמיות עינים יש כאן ניבא ולא ידע, שגם דברי יוסף ואתם עלו לשלום אל אביכם הרומז לגזירת עשרה הרוגי מלכות, אינו אלא סמיות עינים, למרק עונשם בצער הגזירה ולא יתקיים הגזירה בפועל כנ""ל, אבל לא השיג נבואתו, כדי שלא ידעו בהצלה ויתכפר ענשם בצער הגזירה ובמה שטעמו טעם מיתה כנ""ל.","Here's the English translation, preserving the Hasidic terminology:

This explains the aforementioned Midrash ""They said to him 'the peace' of all has been poured out."" Meaning, the peace that you are alluding to regarding the Ten Martyrs (Asarah Harugei Malchut) is a peace of darkness and gloom and terrible decree. Yet the Ruach HaKodesh (Divine Spirit) calls out ""Great peace have they who love Your Torah, and there is no stumbling block for them,"" because in the end they will have peace and the punishment will not actually befall them. Rather, their punishment will be cleansed through their being seized and their judgment being sealed, as stated in the aforementioned Pirkei Heichalot.

However, the Ruach HaKodesh was not revealed to them, because if it had been, they would not have experienced anguish at their judgment and their sin would not have been cleansed. Perhaps when Yehudah said ""there is blindness here,"" he prophesied without knowing it - that even Yosef's words ""and you shall go up in peace to your father,"" which alludes to the decree of the Ten Martyrs, is merely a blindness, to cleanse their punishment through the anguish of the decree without it actually being fulfilled, as mentioned above. But he did not fully grasp his own prophecy, so that they would not know of their salvation and their sin would be atoned through the anguish of the decree and through their having tasted the taste of death, as mentioned above.","This passage from Divrey Yoel discusses the concept of suffering and divine justice through the lens of the Ten Martyrs (Asarah Harugei Malchut). The key insight is that what appeared as harsh judgment and darkness was actually a form of divine mercy - the martyrs experienced the fear and anguish of their death sentence, which served as atonement, but according to the text, they may not have actually experienced the physical execution. The passage suggests that their not knowing they would be saved was intentional, as the spiritual cleansing required them to experience genuine fear and anguish, tasting ""the taste of death"" without necessarily experiencing it physically. This interpretation connects to the story of Joseph and his brothers, suggesting that Joseph's words about ""going up in peace"" contained a hidden prophecy about this future dynamic of apparent harsh judgment being transformed into mercy.","רוה""ק (Ruach HaKodesh) ,הרוגי מלכות (Harugei Malchut) ,פרקי היכלות (Pirkei Heichalot) ,נבואה (Nevuah) ,גזירה (Gezeirah) ,כפרה (Kaparah) ,עונש (Onesh) ,סמיות עינים (Simyut Einayim) ,טעם מיתה (Ta'am Mitah) ,תורתך (Toratcha) "
Torah,Vayigash,2,17,"ויבואר דברי המדרש הנ""ל מים עמוקים עצה בלב איש, והמשיל דיבוריו של יוסף למים עמוקים, שהיה דיבורו ברוה""ק וטמיר ומכוסה הפנימיות שבהם עד שלא יכלו לעמוד על סודה כנ""ל, וע""כ המשילוה לבאר עמוק מלאה צוננין ולא היתה ברי' יכולה לשתותה מפני עמקותה, עד שבא א' וקשר חבל בחבל וכו' כך לא זז יהודה משיב ליוסף דבר על דבר עד שעמד על לבו, והוכרח להתודע אליהם ואז נתגלה להם פנימיות לבו ופנימיות דבריו. והבן.","Here's the translation, preserving the Hasidic concepts and terminology:

""This explains the words of the aforementioned Midrash 'Deep waters are counsel in the heart of man,' which compares Joseph's words to deep waters, as his speech was with Ruach HaKodesh [Divine inspiration] and its inner meaning was hidden and concealed to the extent that they could not comprehend its secret, as mentioned above. Therefore, they compared it to a deep well filled with cold water that no creature could drink from due to its depth, until someone came and tied rope to rope, etc. Similarly, Judah did not cease responding to Joseph word for word until he understood his heart, and [Joseph] was compelled to reveal himself to them, and then the inner meaning of his heart and his words were revealed to them. Understand this.""

Note: I've kept Hebrew terms like ""Ruach HaKodesh"" and maintained the style characteristic of Hasidic texts. The passage discusses the deeper meaning behind the interaction between Joseph and his brothers, particularly Judah, using the metaphor of deep waters to represent the hidden wisdom in Joseph's words.","This passage from Divrey Yoel discusses the Midrashic comparison between Joseph's words and ""deep waters."" The key insight is that Joseph's speech was infused with ruach hakodesh (divine inspiration) and contained deep, hidden meanings that were initially incomprehensible to his brothers. The text uses the metaphor of a deep well filled with cold water that was inaccessible until someone tied ropes together to reach it - similarly, through Judah's persistent dialogue with Joseph, the true meaning and inner dimensions of Joseph's words were finally revealed, leading to his disclosure of his identity to his brothers.

This interpretation emphasizes the Hasidic concept that spiritual truth often lies beneath the surface and requires persistent effort and divine assistance to fully comprehend.","רוה""ק (Ruach HaKodesh) ,פנימיות (Pnimiyut) ,סודה (Sodah) ,טמיר (Tamir) ,לב (Lev) ,עצה (Etzah) ,מדרש (Midrash) ,דיבור (Dibur) ,מים עמוקים (Mayim Amukim) ,התודע (Hitvada) "
Torah,Vayigash,2,18,"ויגש אליו יהודה ויאמר בי אדוני ידבר נא עבדך דבר באזני אדוני ואל יחר אפך בעבדך, פירש""י מכאן אתה למד שדיבר אליו קשות. וצ""ב להבין לפי זה קישור הדברים אומרו אח""כ כי כמוך כפרעה חשוב אתה בעיני כמלך. ומה נתינת טעם הוא זה, אדרבה אם חשוב בעיניו כמלך צריך לנהוג בו כבוד ולא לדבר אליו קשות, גם צ""ב אומרו כי כמוך כפרעה, בשני כפי""ן הדמיון. הול""ל כי אתה כפרעה.","Here's the English translation:

""And Judah approached him and said: 'Please, my lord, let your servant speak a word in my lord's ears, and let not your anger burn against your servant.' Rashi explains from here we learn that he spoke harshly to him. This requires understanding - according to this, how does this connect with what he says afterward 'for you are like Pharaoh,' meaning that 'you are as important in my eyes as a king.' What kind of reasoning is this? On the contrary, if he considered him as important as a king, he should have treated him with respect and not spoken harshly to him. Also requiring explanation is why it says 'for you are like Pharaoh' using two comparative כ's (kafs) of similarity. It should have said 'for you are Pharaoh.'""

Note: I've preserved Hebrew terms like ""kafs"" and maintained the analytical style typical of Hasidic commentary. The text is discussing the biblical encounter between Judah and Joseph, analyzing the seeming contradiction between Judah's harsh speech and his comparison of Joseph to Pharaoh.","This passage from Divrey Yoel discusses the encounter between Judah and Joseph, focusing on the verse ""And Judah approached him..."" (Vayigash eilav Yehuda). The text explores an apparent contradiction: Rashi indicates that Judah spoke harshly to Joseph, yet immediately afterward states ""for you are like Pharaoh,"" seemingly showing great respect. The key theological tension centers on the dual nature of authority and truth - how one can simultaneously show proper respect for leadership while standing firm for truth and justice. The double usage of the comparative ""kaf"" (כ) in ""kamocha k'Pharaoh"" (כמוך כפרעה) suggests a deeper teaching about the nature of earthly versus divine authority, implying that all worldly power is merely a reflection or similitude of true divine authority.","אדוני (Adonai) ,עבדך (Avdecha) ,אפך (Apecha) ,פירש""י (Pirush Rashi) ,מלך (Melech) ,כבוד (Kavod) ,דיבר (Dibur) ,נתינת טעם (Netinat Ta'am) ,הדמיון (HaDimyon) ,אליו (Eilav) "
Torah,Vayigash,3,1,"ב) במד""ר ויגש אליו יהודה כתיב (משלי כ""ה) תפוחי זהב במשכיות כסף דבר דיבור על אופניו מה אופן זה מראה פנים מכל צד כך היו דבריו של יהודה נראים לכל צד בשעה שדיבר עם יוסף, וצ""ב הכוונה.","Here's the translation:

""In Midrash Rabbah on 'Vayigash eilav Yehudah' (And Judah approached him), it is written (Proverbs 25): 'Like golden apples in silver settings, is a word spoken in its proper way.' Just as a wheel (ofan) shows its face/appearance from every side, so too were Yehudah's words visible/apparent from every side when he spoke with Yosef. This requires explanation as to its meaning.""

Notes on terminology:
- ""Midrash Rabbah"" is kept as is, referring to the classical rabbinic commentary
- ""Vayigash"" refers to the Torah portion
- The names ""Yehudah"" and ""Yosef"" are kept in their Hebrew form rather than using ""Judah"" and ""Joseph""
- ""Ofan"" (wheel) is a key term in the metaphor being used

The text is discussing the multilayered nature of Yehudah's words to Yosef, suggesting that his arguments were complete and could be understood from multiple perspectives, similar to how a wheel can be viewed from any angle.","This passage from Divrei Yoel discusses a Midrash on ""Vayigash eilav Yehuda"" (And Judah approached him), connecting it to the verse in Proverbs 25 about ""golden apples in silver settings."" The Midrash compares Judah's words to Joseph to a wheel (ofan) that shows faces in all directions, suggesting that Judah's plea was perfectly constructed to be effective from multiple perspectives. The deeper theological insight here is that true spiritual communication, especially when advocating for others (as Judah did for Benjamin), must be multifaceted and consider all angles - both the divine and human perspectives - much like a wheel that maintains its integrity from every viewing angle.","דיבור (Dibbur) ,אופניו (Ofanav) ,משכיות (Maskiyot) ,תפוחי זהב (Tapuchei Zahav) ,פנים (Panim) ,צד (Tzad) ,דברים (Devarim) ,מדרש (Midrash) ,כתיב (Ktiv) ,אופן (Ofan) "
Torah,Vayigash,3,2,"ג) גם הקשו המפרשים שיהודה סתר דברי עצמו שאמר לעיל הננו עבדים לאדוני גם אנחנו גם אשר נמצא הגביע בידו, ומדוע אח""כ כשנתרצה יוסף לתפוש את בנימין לבדו ניגש אליו לדבר קשות.","Here's the translation:

""The commentators also raised a difficulty: Yehuda contradicted his own words, as he had previously said 'We will be servants to my master, both we and the one in whose hand the goblet was found.' So why then afterwards, when Yosef agreed to take only Binyamin, did he [Yehuda] approach him to speak harshly?""

Notes:
- I preserved the names in their Hebrew form (Yehuda, Yosef, Binyamin) rather than using their anglicized versions
- The term ""המפרשים"" (the commentators) refers to the traditional biblical commentators
- The context relates to the story in Bereishis/Genesis where Yosef's goblet was found in Binyamin's sack, and the subsequent interaction between Yehuda and Yosef","This passage from Divrey Yoel discusses an apparent contradiction in Yehudah's behavior in the Joseph narrative. The commentators question why Yehudah first declared that all the brothers would be servants to Joseph (including both themselves and Benjamin), but later strongly protested when Joseph agreed to take only Benjamin as a servant. This apparent inconsistency in Yehudah's position raises questions about his true intentions and highlights a deeper tension between collective responsibility and individual justice in the biblical narrative. The passage invites us to explore the nature of leadership, self-sacrifice, and familial obligation in Jewish thought.","עבדים (Avadim) ,אדוני (Adoni) ,תשובה (Teshuvah) ,דין (Din) ,לדבר קשות"",חסד (Chesed) ,אחדות (Achdut) ,גלות (Galut) ,תיקון (Tikkun) ,התקרבות (Hitkarvut) ,ניגש אליו"",מסירות נפש (Mesirut Nefesh) "
Torah,Vayigash,3,3,"ד) בסו""פ מקץ ויאמר גם עתה כדבריכם כן הוא וגו' אומרו גם עתה צ""ב. רש""י ז""ל פי' גם זו מן הדין אמת כדבריכם כן הוא שכולכם חייבים בדבר, עשרה שנמצאת גניבה ביד אחד מהם כולם נתפשים, אבל אני אעשה לכם לפנים משורת הדין אשר ימצא אתו יהיה לי עבד עכ""ל. וצ""ב דא""כ איך אמר אח""כ חלילה לי מעשות זאת, והגם שביד המלך לוותר על הנימוס כרצונו, אבל לומר חלילה לי לא יתכן, דזה יורה שאין משפטם כן להיות כולם נתפשים, וכעין זה דקדק הרמב""ן ז""ל","Here's the translation:

4) At the end of Parshat Miketz, [regarding the verse] ""And he said, 'Now also according to your words, so it is, etc.'"" The phrase ""now also"" needs explanation. Rashi of blessed memory explained that ""this too is true according to the law, as you say, so it is - that you are all liable in this matter. When theft is found in the possession of one of ten people, they are all held accountable. However, I will act beyond the letter of the law (lifnim mishurat hadin), and only the one with whom it is found will be my servant."" End quote.

This requires explanation, for if so, how could he [Joseph] later say ""God forbid that I should do this,"" and although a king has the authority to waive protocol as he wishes, saying ""God forbid"" seems inappropriate, as this implies that the law does not actually require all of them to be held accountable. The Ramban of blessed memory made a similar observation.

[Note: I've preserved Hebrew/Aramaic terms like ""lifnim mishurat hadin"" and maintained the reverential suffixes (e.g., ""of blessed memory"") as these are important in Hasidic literature.]","This passage from Divrey Yoel discusses the interaction between Joseph and his brothers in Parshat Miketz, specifically analyzing the phrase ""גם עתה"" (""even now"") and its legal implications. The text explores a tension between Rashi's interpretation - that legally all brothers were culpable when theft was found with one of them, but Joseph went ""beyond the letter of the law"" (לפנים משורת הדין) - and Joseph's later statement of ""חלילה לי"" (""God forbid"") regarding punishing all the brothers. The key theological insight centers on the relationship between strict justice (דין) and mercy, questioning how Joseph could declare ""God forbid"" if the strict law actually permitted collective punishment, suggesting a deeper understanding of divine justice that transcends mere legal formalism.","דין (Din) ,אמת (Emet) ,חלילה (Chalilah) ,משפט (Mishpat) ,נימוס (Nimus) ,לפנים משורת הדין (Lifnim Mishurat HaDin) ,עבד (Eved) ,נתפשים (Nitpasim) ,גניבה (Geneivah) ,רצון (Ratzon) "
