book_name,parsha_name,dvar_torah_id,passage_id,passage_content,translation,summary,keywords
Kedushat Levi,Vayechi,165,1097,"חבלילי עינים מיין ולבן שנים מחלב (בראשית מט, יג). הכלל הוא, כי האדם המבקש טובה אז יאחז אותו יראה גדולה, כי האדם המקבל חיות מהבורא צריך תמיד לדבק החיות המקבל בכל רגע לעבודתו יתברך, אבל באמת הבורא ברוך הוא דרכו להטיב כמאמר חכמינו ז""ל <small>(שם קיב.)</small> יותר מה שהעגל רוצה כו', נותן ומשפיע תמיד טובתו. וזהו חכלילי עינים, מחמת יראה גדולה יש לבקש טובה מהבורא ברוך הוא. וזהו מיין, מורה על השפעתו. ועל זה מסיים הפסוק ולבן שנים מחלב, כי כמו שיש להאם תענוג כשתשפיע ותניק החלב, כן כביכול הבורא יתברך שמו דרכו להיטיב לברואיו ויש לו כביכול תענוג בהשפעתו טובה לברואיו וקל להבין:","The text reads: ""The eyes are darkened from wine and white from milk (Genesis 49:13). The principle is that a person seeking goodness will then be seized by great fear, for a person who receives vitality from the Creator must always attach the vitality they receive at every moment to their service of the Blessed One. But in truth, the Blessed Creator's way is to do good, as our sages of blessed memory said (there, 138) 'more than the calf wants to suckle,' He gives and continually bestows His goodness. And this is what is meant by 'darkened eyes,' due to great fear one should seek goodness from the Blessed Creator. And this is indicated by 'from wine,' which signifies His influence. And the verse concludes with 'and white from milk,' for just as a mother derives pleasure when she gives and nurses the milk, so too, so to speak, the Blessed Creator has a way of doing good to His creations and, so to speak, derives pleasure from bestowing goodness upon His creations, and it is easy to understand.""","הקטע מדגיש את הקשר בין האדם לבורא, שבו האדם המבקש טובה חווה יראה גדולה, ומדגיש את הצורך לדבק את החיות שהוא מקבל מהבורא בעבודתו. הבורא, המהות הטובה, משפיע תמיד טובתו על ברואיו, כמו אם המניקה את ילדה, ומקבל תענוג מהשפעתו. המושג ""חכלילי עינים"" מסמל את הראיה המפחידה של האדם כאשר הוא פונה לבורא בבקשה, בעוד ""יין"" מייצג את השפעת הטוב. בסופו של דבר, יש כאן הבנה עמוקה של רצון הבורא להיטיב ולספק טוב לברואיו.","חיות  
דבקות  
בורא  
טובה  
השפעה  
יראה  
תענוג  
חסד  
בריאה  
כבוד"
Kedushat Levi,Vayechi,166,1098,"יששבר חמור גרם (בראשית מט, יד). הרמז השכר בא מחמת שהגוף מושך לצד אחד מחמת זה בא השכר. וזהו יששכר, הרמז יש שכר. חמור גרם, הגוף הוא הגורם השכר:","Yissachar is a strong donkey (Genesis 49:14). The hint is that the reward comes because the body pulls to one side; because of this, the reward comes. And this is Yissachar, the hint is ""there is reward."" The strong donkey, the body is the cause of the reward.","The passage from Sefer Divrey Yoel highlights the relationship between the body and spiritual reward, as illustrated by the biblical reference to Issachar and his donkey. It suggests that the body, represented by the donkey, is a driving force that influences one's spiritual pursuits and ultimately leads to reward. The phrase ""יש שכר"" (there is a reward) emphasizes that the effort and struggles of the body are integral to achieving spiritual fulfillment. Thus, the text conveys a key Hasidic concept that physical existence and its challenges are essential for attaining spiritual elevation and divine reward.","יששכר  
שכר  
גוף  
חמור  
גרם  
רמז  
מושך  
צד  
גורם  
הכנה"
Kedushat Levi,Vayechi,167,1099,"עוד באופן אחר, יששכר חמור גרם רובץ בין המשפתים וירא מנוחה כי טוב (בראשית מט, יד), כי הנה המחשבה של האדם כשחושב בעבודת הבורא אזי כל זמן שהמחשבה לא באה לדיבור אזי המחשבה אין לה מנוחה וכשהמחשבה באה לדיבור אז יש מנוחה להמחשבה. וזהו הרמז יששכר, מורה על המחשבה. רובץ בין המשפתים, כי רובץ מורה על מנוחה. בין המשפתים, שבאה לדיבור שמורה על השפתים שם יש מנוחה להמחשבה. וזהו וירא מנוחה כי טוב:","In another way, Issachar is a strong donkey lying between the borders, and he saw rest that it was good (Genesis 49:14). For behold, when a person thinks about the service of the Creator, as long as the thought does not come to speech, the thought has no rest. And when the thought comes to speech, then there is rest for the thought. And this is the hint of Issachar, indicating thought. Lying between the borders, for lying indicates rest. Between the borders, which comes to speech, indicates that there is rest for the thought at the lips. And this is ""and he saw rest that it was good.""","The passage discusses the relationship between thought and speech in the context of serving God, using the biblical reference to Issachar as a symbol of contemplation. It emphasizes that when a person's thoughts are directed towards divine service but remain unexpressed, they lack tranquility. True peace is achieved when thoughts are articulated through speech, as this transition brings rest to the mind. Thus, Issachar's role as a thinker who finds rest between the lips signifies the importance of verbalizing one's spiritual reflections.","מחשבה  
עבודת הבורא  
דיבור  
מנוחה  
יששכר  
רובץ  
משפתים  
הרמז  
שפתים  
טוב"
Kedushat Levi,Vayechi,168,1100,"או יבואר יששכר חמור גרם, פירוש דעיקר שכר המגיע לאדם הוא מחמת שרגיל מנעוריו בתאות הגופניות, כי נפש השכלי בא לו אחר י""ג שנים והוא משוקע בתאות והוא משבר התאות הגשמיות ועובד את ה' מחמת זה מגיע לו שכר אבל כשלא היה לאדם תאות החומריים לא הגיע לאדם שכרו. וזה יששכר חמור גרם, אותיות יש שכר, דהיינו שישולם לאדם הגמול. חמור גרם, פירוש החומריות שהוא משוקע זה גורם לשכר:","Or it can be explained that Yissachar is a strong donkey, meaning that the main reward that a person receives is due to being accustomed from his youth to physical desires, for the intellectual soul comes to him after thirteen years, and he is immersed in desires, and he breaks the physical desires and serves Hashem. Because of this, he is deserving of reward. But when a person does not have physical desires, he does not receive his reward. And this is Yissachar, a strong donkey, the letters of ""there is reward,"" meaning that the recompense will be given to a person. A strong donkey, meaning the physicality in which he is immersed, this causes the reward.","The passage discusses the concept that true reward (שכר) for a person comes from overcoming physical desires, which are prevalent from a young age. It emphasizes that the intellectual soul (נפש השכלי) emerges after the age of thirteen, and the struggle against material temptations leads to spiritual growth and divine reward. The phrase ""יששכר חמור גרם"" symbolizes that the burdens of physicality (חומריות) ultimately contribute to a person's merit and the fulfillment of their spiritual reward. Thus, the challenges posed by earthly desires are essential for achieving spiritual elevation and receiving divine compensation.","שכר  
תאות  
נפש  
שכלי  
גמול  
חומריות  
עבודה  
ה'  
יששכר  
גרם"
Kedushat Levi,Vayechi,169,1101,"גד גדוד יגודנו והוא יגוד עקב (בראשית מט, יט). יבואר על פי מאמר חכמינו ז""ל <small>(שבת קנא:)</small> כל המרחם על הבריות כו', על ידי זה מעורר חסדים למעלה וזהו מרחמים עליו מן השמים. והנה גד מורה על חסד כמאמר חכמינו ז""ל <small>(שם קד.)</small> גימ""ל דל""ת גמול דלים. והנה האדם העושה חסד ומעלה על מחשבתו בכדי שיושפע עליו חסדים למעלה אז הוא מצפה לתשלום שכר והקדוש ברוך הוא לטובת עמו ישראל בשעה שאדם עושה חסד עם חבירו אז נשכח ממנו השכר. וזהו הרמז בפסוק גד, הוא גומל דלים בשעה שעושה החסד. יגוד עקב, מלשון <small>(דניאל ד, יא)</small> גודו אילנא יגוד עקב הוא השכר מלשון <small>(דברים ז, יב)</small> והיה עקב תשמעון. ועיין בתרגום אונקלוס חלף דתקבלון. וזהו יגוד עקב, ישכח מלבו השכר:","Gad, a troop shall troop upon him, and he shall troop at the heel (Genesis 49:19). This will be explained according to the saying of our Sages, may their memory be blessed (Shabbat 113b), ""Whoever has mercy on the creatures,"" etc., through this he arouses kindness above, and this is what brings mercy upon him from the heavens. And behold, Gad indicates kindness, as our Sages, may their memory be blessed, said (there, 104a), ""Gimel, Dalet, is the reward for the poor."" And behold, a person who does kindness and elevates it in his thoughts in order that kindness should be bestowed upon him from above, then he expects the payment of reward, and the Holy One, blessed be He, for the good of His people Israel, at the time when a person does kindness with his friend, then the reward is forgotten from him. And this is the hint in the verse Gad, he who rewards the poor at the time he does the kindness. ""Troop at the heel,"" from the language (Daniel 4:11) ""the tree was great,"" ""troop at the heel"" is the reward, from the language (Deuteronomy 7:12) ""and it shall be, because you listen."" And see in the translation of Onkelos, ""instead of what you will receive."" And this is ""troop at the heel,"" he will forget the reward from his heart.","The passage discusses the concept of kindness (chesed) as exemplified by the tribe of Gad, emphasizing that acts of mercy towards others evoke divine mercy from above. It highlights that when a person performs acts of kindness without the expectation of reward, they align themselves with a higher spiritual purpose, leading to greater blessings. The phrase ""יגוד עקב"" suggests that one should forget about the reward, focusing instead on the act of giving itself, which ultimately brings about divine favor and sustenance. This reflects a core Hasidic teaching on selfless love and the transformative power of genuine compassion.","חסד  
גמול  
שכר  
בריות  
חכמים  
קדושה  
עמו ישראל  
יגוד  
עקב  
תשמעון"
Kedushat Levi,Vayechi,170,1102,"עוד באופן אחר, גד גדוד יגודנו כו'. הענין, דאיתא <small>(בבא בתרא י.)</small> שקודם התפלה צריך האדם ליתן צדקה והסגולה של צדקה להכרית הקליפות כדי שאחר כך יוכל להתפלל בלב טהור והסגולה מהתפלה שהוא לשון דביקות והתחברות שהאדם בתפלתו מתדבק עצמו בהקדוש ברוך הוא והאדם הוא דבר שיש לו סוף והקדוש ברוך הוא אין לו סוף ונמצא עולה ממדריגת סוף למדריגת אין סוף. וזהו פירוש הפסוק גד, הוא לשון גומל דלים. גדוד יגודנו, הוא מכרית הקליפות. והוא יגוד עקב, פירוש כשיתדבק עצמו להקדוש ברוך הוא שנקרא הוא יגוד עקב שמכרית מה שהיה במדריגת עקב שהוא לשון סוף יוצא ונכנס למדריגת אין סוף:","In another way, ""Gad, a troop shall overcome him"" (Genesis 49:19). The matter is that it is stated (Baba Batra 10a) that before prayer, a person should give charity, and the merit of charity is to eradicate the klipot so that afterwards he can pray with a pure heart. The merit of prayer, which is a language of attachment and connection, is that a person, in his prayer, attaches himself to the Holy One, Blessed be He. A person is a being that has an end, while the Holy One, Blessed be He, has no end. Thus, he ascends from the level of end to the level of infinity. And this is the interpretation of the verse ""Gad,"" which is a term for one who bestows kindness upon the poor. ""A troop shall overcome him"" refers to the eradication of the klipot. And ""he shall overcome the heel"" means that when he attaches himself to the Holy One, Blessed be He, who is called ""he shall overcome the heel,"" he eradicates what was at the level of heel, which is a term for end, and enters into the level of infinity.","The passage emphasizes the importance of giving charity before prayer as a means to purify oneself and eliminate spiritual impurities (klipot). It highlights that prayer is a form of attachment (dvekut) to the Divine, allowing a finite being to connect with the Infinite. The term ""גד"" (Gad) signifies the act of providing for the needy, which aids in the removal of klipot, enabling the individual to ascend from a state of finitude to the realm of the Infinite. Ultimately, this process transforms the individual, allowing them to transcend their limitations and achieve a deeper connection with God.","צדקה  
קליפות  
טהור  
דביקות  
הקדוש ברוך הוא  
סוף  
אין סוף  
גומל  
יגוד  
עקב"
Kedushat Levi,Vayechi,171,1103,"עוד באופן אחר. דידוע יותר מה שבעל הבית עושה עם עני עני עושה עם בעל הבית. ואדם בתפלתו צריך להחשיב עצמו לעני שאינו כלום כדכתיב <small>(תהלים קב, א)</small> תפלה לעני כי יעטוף. והענין, כי כשאדם מחשיב את עצמו יש קטרוג עליו ועוד שאינו יכול להכרית הקליפות רק שהמה במדריגתו אבל לא למעלה ממדריגתו ולא למטה ממדריגתו שאין לו ענין עמהם אבל כשהוא אינו מחשיב עצמו ועושה עצמו עני אז יכול להכרית כל המדריגות התחתונות. וזה פירוש הפסוק ג""ד, היינו גומל דלים כשעושה עצמו דל ושפל ומתפלל שאז הוא גומל כי יותר כו', אז גדוד וכו', ויגוד עקב, שמכרית אפילו סוף המדריגות שנקרא עקב:","Another way. It is known more what the homeowner does with the poor, the poor does with the homeowner. And a person in his prayer needs to consider himself as a poor person who is nothing, as it is written (Psalms 102:1) ""A prayer of the poor when he wraps himself."" The matter is that when a person considers himself, there is an accusation against him, and he cannot uproot the klipot (shells) except that they are at his level, but not above his level and not below his level, as he has no connection with them. But when he does not consider himself and makes himself poor, then he can uproot all the lower levels. And this is the interpretation of the verse ""G'd,"" meaning ""he who does kindness to the poor"" when he makes himself lowly and humble and prays, for then he does kindness, because more so, then ""G'd"" and ""he will uproot the heel,"" which uproots even the end of the levels that is called the heel.","The passage emphasizes the importance of humility in prayer, suggesting that one should consider oneself as a poor person, which allows for a deeper connection to the divine. By recognizing one's own lowly status, an individual can overcome spiritual obstacles and elevate themselves beyond their current level. This humility enables the person to combat lower spiritual forces effectively, as illustrated by the concept of ""g'milut chasadim"" (acts of kindness) towards the downtrodden. Ultimately, true spiritual elevation comes from self-effacement and the recognition of one's dependence on God.","עני  
תפלה  
קטרוג  
קליפות  
מדריגה  
גומל  
דל  
שפל  
הכרית  
עקב"
Kedushat Levi,Vayechi,172,1104,"מאשר שמנה לחמו והוא יתן מעדני מלך (בראשית מט, כ). כי האדם בטובתו אז יהיה עיקר התענוג שלו מה שהבורא יש לו שמחה מטובתו וזהו מאשר שמנה לחמו מלא טוב. והוא יתן מעדני מלך, עיקר התענוג שלו מעדני הוא לשון תענוג. מלך, להבורא יתברך שהוא מלכו של עולם:","""Blessed is he who is satisfied with his lot, and He will give delicacies of the King (Genesis 49:20). For a person, in his goodness, will have his primary pleasure from the joy that the Creator has in His goodness, and this is 'blessed is he who is satisfied with his lot, full of goodness.' And He will give delicacies of the King; the essence of his pleasure from delicacies is a term of delight. King, referring to the Blessed Creator, who is the King of the world.""","The passage emphasizes that a person's ultimate pleasure derives from the goodness of the Creator, reflecting the joy that God experiences from His own goodness. The phrase ""מאשר שמנה לחמו"" signifies that true satisfaction comes from the abundance of divine goodness. Furthermore, ""והוא יתן מעדני מלך"" highlights that the essence of this pleasure is akin to royal delicacies, symbolizing the profound delight found in the relationship with the Creator, who is the King of the world. This encapsulates a key Hasidic concept of deriving joy from the divine and recognizing the interconnectedness of human pleasure and divine joy.","מאשר  
שמנה  
לחמו  
בורא  
שמחה  
טוב  
תענוג  
מעדני  
מלך  
יתברך"
Kedushat Levi,Vayechi,173,1105,"או יבואר, מאשר שמנה לחמו והוא יתן מעדני מלך. פירוש, דהכלל שהסתכלות בהבורא ברוך הוא כביכול הוא עיקר התענוג והכלל כל דבר שהוא תמידי אפילו שהדבר בעצם טוב מאד עד אין שיעור אף על פי כן אין התענוג גדול כל כך מחמת שהוא רגיל אצלו. והנה העובדים את ה' תמיד לפעמים כביכול הבורא ברוך הוא מצמצם הבהירות שלו ואחר כך המה עולים למדריגה גדולה כדי שלא יהא תמידי. וזהו מאשר שמנה לחמו, מאשר היינו לשון שור כמו בנות צעדה עלי שור, דהיינו מהסתכלות גדולת הבורא ברוך הוא. שמנה לחמו, דהיינו הלחם של תורה, פירוש כשהקדוש ברוך הוא צמצם את עצמו כביכול והוא באתגליא אז שמנה לחמו, והוא פירוש שהוא לפעמים באתכסיא כדי שיתן מעדני מלך, פירוש כדי שיהיה להצדיק תענוג, כי בודאי יותר מה שהעגל רוצה לינק פרה וכו', ואם כן מה שהבורא כביכול באתכסיא כדי שיהא להצדיק תענוג שלא יהיה תמידי:","Or it can be explained, that when He has made His bread fat, He will give delicacies of the King. The explanation is that the principle is that contemplating the Creator, blessed be He, is in itself the essence of pleasure, and the general rule is that anything which is constant, even if the thing itself is very good to an immeasurable degree, nevertheless the pleasure is not so great because it is familiar to him. And behold, those who serve the Lord constantly, sometimes, as it were, the Creator, blessed be He, constricts His brightness, and then they ascend to a great level so that it should not be constant. And this is what is meant by ""when He has made His bread fat,"" for ""when"" is a term of a root, like ""the daughters of Tzidkah are upon a root,"" meaning from the contemplation of the greatness of the Creator, blessed be He. ""His bread fat"" refers to the bread of Torah, meaning when the Holy One, blessed be He, constricts Himself, as it were, and He is revealed, then ""He has made His bread fat,"" and the explanation is that sometimes He is concealed so that He may give the delicacies of the King, meaning in order to justify pleasure, for certainly more than the calf wants to suckle from the cow, etc. If so, what the Creator, as it were, does in concealment is in order to justify pleasure so that it should not be constant.","The passage discusses the concept that the ultimate pleasure comes from contemplating the Creator, which is often diminished by its familiarity. It explains that God sometimes conceals His brilliance, allowing His servants to ascend to higher spiritual levels, thus preventing the experience from becoming mundane. The phrase ""מאשר שמנה לחמו"" signifies that through the study of Torah, when God reveals Himself, it provides a deeper delight, akin to the delicacies of a king. This dynamic of revelation and concealment is essential for sustaining genuine spiritual enjoyment.","הבורא  
תענוג  
צמצום  
בהירות  
מדריגה  
לחם של תורה  
אתגליא  
אתכסיא  
מעדני מלך  
הצדיק"
Kedushat Levi,Vayechi,174,1106,"או יבואר, מאשר שמנה לחמו והוא יתן מעדני מלך. דהנה שמעתי ממורי ורבי הצדיק מורינו דוב בער זצ""ל פירוש הפסוק <small>(ישעיה סא, י)</small> שוש אשיש בה', דאני שש ויש לי שמחה ותענוג ממה שזכיתי לחזות בנועם ה' ולהתענג בעבודתו ומזה עצמו יש לי שמחה שזכיתי להתקרב להשם יתברך ולהתענג מעבודתו מרוב כל. וזהו שוש אשיש, שיש לי שמחה ותענוג ממה שזכיתי שאשיש בה' ואתענג מעבודתו יתברך עד כאן דבריו. וזהו מאשר שמנה לחמו, מאשר הוא עולם התענוג מזה שיש לנו תענוג מעבודת השם יתברך מזה עצמו יש לנו שמחה ותענוג שזכינו להתענג מעבודתו יתברך. וזהו שמנה לחמו, שלחם נקרא תענוג מזה עצמו שזכינו להתענג מעבודתו מזה עצמו יש לנו תענוג שזכינו לזה:","Or it can be explained, from the fact that He has made His bread fat, and He will give delicacies of the King. Behold, I have heard from my teacher and righteous master, our teacher Dov Ber, of blessed memory, the interpretation of the verse (Isaiah 61:10) ""I will greatly rejoice in the Lord,"" that I am joyful and have pleasure from what I have merited to behold the pleasantness of the Lord and to delight in His service, and from this very thing I have joy that I have merited to draw close to the Blessed One and to delight in His service from the abundance of all. And this is ""I will greatly rejoice,"" that I have joy and pleasure from what I have merited to rejoice in the Lord and to delight in His service, blessed be He, until here are his words. And this is ""from the fact that He has made His bread fat,"" for ""from the fact"" is the world of pleasure, from which we have pleasure from the service of the Blessed One; from this very thing we have joy and pleasure that we have merited to delight in His service, blessed be He. And this is ""His bread is fat,"" for bread is called pleasure, from which we have merited to delight in His service; from this very thing we have pleasure that we have merited this.","The passage discusses the joy and pleasure derived from serving God, as articulated by the Hasidic master Dov Ber. It emphasizes that true happiness comes from the ability to experience the divine beauty and delight in God's service, which is a source of spiritual fulfillment. The phrase ""מאשר שמנה לחמו"" highlights that the essence of joy in serving God is akin to the sustenance of bread, representing the deep spiritual nourishment found in this relationship. Ultimately, the text conveys that the joy of closeness to God and the pleasure of His service are intertwined, leading to a profound sense of satisfaction and delight in one's spiritual journey.","שוש אשיש  
תענוג  
שמחה  
עבודת השם  
השם יתברך  
חזות בנועם ה'  
התקרבות  
מעדני מלך  
עולם התענוג  
לחם"
Kedushat Levi,Vayechi,175,1107,"והוא יתן מעדני מלך (בראשית מט, כ). על פי ששמעתי ממורי הצדיק מורינו דוב בער על מה שאמרו חכמינו ז""ל ישראל מפרנסין לאביהם שבשמים, היינו שהתענוג נקרא פרנסה והשם יתברך מתענג בעבודת ישראל וישראל גורמים תענוג לאביהם שבשמים. וזהו יתן מעדני מלך, שמי שזוכה לעבוד השם יתברך באהבה שלימה וגמורה אהבה בתענוגים הוא יתן מעדני מלך, שגורם תענוג להשם יתברך וישמח ה' במעשיו:","And He will give the delicacies of the King (Genesis 49:20). According to what I have heard from my righteous teacher, our teacher Dov Ber, regarding what our sages, may their memory be blessed, said that Israel sustains their Father in Heaven, this means that pleasure is called sustenance, and the Holy One, blessed be He, delights in the service of Israel, and Israel causes pleasure to their Father in Heaven. And this is ""He will give the delicacies of the King,"" that whoever merits to serve the Holy One, blessed be He, with complete and perfect love, in pleasures, He will give the delicacies of the King, for he causes pleasure to the Holy One, blessed be He, and the Lord rejoices in His deeds.","The passage emphasizes the concept that the spiritual service of the Jewish people brings pleasure to God, likening this divine enjoyment to sustenance. It highlights that when individuals serve God with complete and genuine love, they create a source of delight for Him. The phrase ""יתן מעדני מלך"" signifies that such devotion results in God experiencing joy in His creations. Thus, the relationship between Israel and God is portrayed as one where human actions can evoke divine pleasure.","מעדני מלך  
תענוג  
פרנסה  
עבודת ישראל  
אהבה  
אהבה שלימה  
השם יתברך  
גורמים תענוג  
שמחה  
מעשים"
Kedushat Levi,Vayechi,176,1108,"עוד באופן אחר, מאשר שמנה לחמו והוא יתן מעדני מלך. דהנה נראה פירוש הפסוק <small>(שיר השירים א, א)</small> שיר השירים אשר לשלמה ישקני מנשיקות פיהו כי טובים דודיך מיין, דהנה יש ב' בחינות בעבודת השם יתברך, יש שאוהב את השם יתברך מחמת שהשם יתברך באהבתו אותנו מקבל עבודתינו ברצון ומשלם לאיש כמעשהו ברב טוב הצפון ונותן לנו שכר טוב עין לא ראתה וכו'. ועבור שנותן לנו שכר ומקבל ברצון עבודתינו אוהב את השם יתברך אהבה גמורה. ויש מדריגה למעלה מזה, האוהבים השם יתברך מחמת אהבתו יתברך אותנו בלבד ואפילו אם לא יומשך להם שום תשלום גמול על כל זה אהבתו יתברך אותנו בלבד הוא החביב והנחמד והנעים ומחמת אהבתו בלבד אנו אוהבים אותו אהבה שלימה ואהבתו יתברך בלבד שבחר בעמו ישראל באהבה הוא החביב לנו מרוב כל ודו""ק:","In another way, besides that He has nourished us and He will give us the delicacies of the King. Behold, the interpretation of the verse (Song of Songs 1:1) ""The Song of Songs, which is Solomon's: Let him kiss me with the kisses of his mouth, for your love is better than wine."" There are two aspects in the service of the Blessed Name. There are those who love the Blessed Name because the Blessed Name, in His love for us, accepts our service willingly and rewards a person according to his deeds with the great good that is hidden and gives us a good reward that no eye has seen, etc. And because He gives us a reward and willingly accepts our service, they love the Blessed Name with a complete love. And there is a level above this, those who love the Blessed Name solely because of His love for us, even if no reward or recompense is drawn down to them for all this, His love for us alone is precious, delightful, and pleasant, and because of His love alone we love Him with a complete love, and His love for us alone, that He chose His people Israel with love, is dear to us above all. And take note.","The passage discusses two levels of love for God in Hasidic thought. The first level is motivated by the rewards and kindness God bestows upon His followers, leading to a genuine love based on the goodness received. The higher level of love, however, is characterized by a selfless devotion to God, rooted in the appreciation of His inherent love for the Jewish people, independent of any expectation of reward. This profound love reflects a deep connection to God's essence and a recognition of His unique relationship with Israel.","אוהב  
אהבה  
עבודת השם  
שכר  
גמול  
אהבה גמורה  
אהבה שלימה  
חביב  
נחמד  
נעים"
Kedushat Levi,Vayechi,177,1109,"נפתלי אילה שלוחה הנותן אמרי שפר (בראשית מט, כא). הכלל הוא, כששופע על האדם אמונת הבורא מתחיל לשורר ולהודות לה' וידוע דרגלים נקרא אמונה כנזכר בספר האר""י ז""ל. זהו שאמר נפתלי אילה שלוחה, פירוש שיש לו רגלים חזקים שעל ידי זה הוא קל ללכת, דהיינו מרמז שיש לו אמונה חזקה בה' שנקרא רגלים כו', ועל ידי זה הנותן אמרי שפר, מחמת האמונה משורר ומהלל באמרי שפר כנ""ל. וזהו דרמז תרגום יונתן בן עוזיאל בפסוק זה דמשבט נפתלי הם משוררים יפים עיין שם, דלפי הנ""ל הרמז שעל ידי ששבטו יש להם אמונה חזקה בה' משוררים יפים תמיד לה':","Naphtali is a doe let loose, he gives goodly words (Genesis 49:21). The principle is that when a person is infused with the faith of the Creator, he begins to sing and give thanks to Hashem, and it is known that legs are called faith, as mentioned in the book of the Ari, blessed be his memory. This is what is meant by ""Naphtali is a doe let loose,"" meaning he has strong legs, which makes it easy for him to walk, that is to say, it hints that he has strong faith in Hashem, which is called legs, etc. And through this, he gives goodly words; because of the faith, he sings and praises with goodly words, as mentioned above. And this is hinted at in the translation of Jonathan ben Uzziel on this verse, that from the tribe of Naphtali they are beautiful singers, see there, for according to the above, the hint is that through their tribe they have strong faith in Hashem, they are always beautiful singers.","The passage from Sefer Divrey Yoel highlights the connection between strong faith in God and the ability to express joy and gratitude through song. It interprets the phrase ""Nafthali is a doe let loose"" as a metaphor for having strong ""legs,"" symbolizing robust faith that enables one to walk the path of devotion. This strong belief leads to the ability to sing and praise God, as exemplified by the tribe of Naphtali, known for their beautiful songs. Ultimately, the text emphasizes that true faith inspires a continuous outpouring of praise and artistic expression in service of the Divine.","אמונה  
שירה  
הודיה  
רגלים  
שבט  
משוררים  
אילה  
שלוחה  
אמרי שפר  
ה'"
Kedushat Levi,Vayechi,178,1110,"בן פרת יוסף וכו' ולקדקוד נזיר אחיו (בראשית מט, כב-כז). כי יוסף אינו בשבטים כמו שאר אחיו, כי מנשה ואפרים הם נקראים שבטים במקומו ויוסף הצדיק נקרא מהאבות לבניו וזהו נזיר אחיו, ועיין בתרגום אונקלוס פרישא דאחוהי, שאינו נקרא בשבטים כמו שאר אחיו ובניו הם נקראים שבטים במקומו:","""Ben Perat Yosef, etc., and to the crown of the Nazir, his brother (Genesis 49:22-27). For Yosef is not among the tribes like his other brothers, for Menashe and Efrayim are called tribes in his place, and Yosef the righteous is called from the patriarchs to his sons, and this is the Nazir of his brother. And see in the Targum Onkelos, 'the first of his brothers,' that he is not called among the tribes like his other brothers, and his sons are called tribes in his place.""","The passage discusses the unique status of Joseph among the tribes of Israel, highlighting that he is not counted among the tribes like his brothers, as his sons, Manasseh and Ephraim, take his place. This distinction emphasizes Joseph's elevated spiritual role, likening him to a ""Nazir"" or consecrated one, which reflects his holiness and connection to the patriarchs. The reference to Onkelos' translation reinforces this idea, indicating that Joseph's legacy is carried through his sons rather than through direct tribal lineage. This underscores the Hasidic concept of spiritual elevation and the transformative power of one's actions and legacy.","בן פרת  
יוסף  
נזיר  
שבטים  
אחיו  
מנשה  
אפרים  
צדיק  
אבות  
תרגום"
Kedushat Levi,Vayechi,179,1111,"בנות צעדה עלי שור (בראשית מט, כב). כלומר עלי שור שישור יוסף בהם שהוא עין טוב בכל מקום שהסתכל היה שורה ברכה, לא כן אדם אחר שמזיק היזק ראיה:","Daughters walked upon a bull (Genesis 49:22). This means upon a bull that Joseph will straighten with them, which is the good eye; wherever he looked, blessing would rest. Not so with another person, who causes harm through the evil eye.","The passage highlights the unique spiritual quality of Joseph, symbolized by the phrase ""עלי שור,"" which signifies his ability to bring blessings wherever he gazes. Unlike others who may cause harm through their sight, Joseph embodies the concept of ""עין טוב"" (good eye), representing a positive and benevolent perspective. This reflects a key Hasidic idea that one's inner qualities and intentions can influence the world around them, emphasizing the transformative power of a righteous individual. Ultimately, it underscores the importance of maintaining a good eye and positive outlook in one's interactions with others.","בנות  
שור  
יוסף  
עין  
טוב  
ברכה  
אדם  
היזק  
ראיה  
שישור"
Kedushat Levi,Vayechi,180,1112,"בנימין זאב יטרף בבוקר יאכל עד ולערב יחלק שלל (בראשית מט, כז). הכלל, כי האדם כשחושב רק בעבודת ה' אזי עיקר התענוג שלו לעשות תענוג להבורא יתברך וכאשר מחשבתו אינה צלולה כך אזי התענוג שלו להשפיע שפע לכל עולמות מאת הבורא ברוך הוא. והמחשבה כשהוא צלולה נקראת בוקר וגם לשון עד מלשון עדי עדיים, וכשהיא אינה צלולה נקראת ערב. וזהו בבוקר יאכל עד, לשון תענוג. ולערב, כאשר אינה צלולה המחשבה. יחלק שלל, להשפיע שפע:","Benjamin the Wolf will tear; in the morning he will eat until, and in the evening he will divide the spoils (Genesis 49:27). The principle is that when a person thinks only of serving the Creator, blessed be He, then his main pleasure is to bring delight to the Creator. And when his thought is not clear, then his pleasure is to bestow abundance to all worlds from the Blessed Creator. The thought, when it is clear, is called morning, and also the term ""until"" is from the language of ""adi"" (jewels), and when it is not clear, it is called evening. And this is ""in the morning he will eat until,"" a term of pleasure. ""And in the evening,"" when the thought is not clear, ""he will divide the spoils,"" to bestow abundance.","The passage discusses the dual nature of human thought in relation to serving God, highlighting that when one's thoughts are clear and focused on divine service, the joy derived from this is akin to the morning, symbolizing pleasure in fulfilling God's will. Conversely, when thoughts are unclear, the joy shifts to a more superficial level, represented by the evening, where the focus is on distributing blessings to the worlds. The text emphasizes the importance of clarity in thought for achieving true spiritual delight and connection with the Creator.","תענוג  
הבורא  
שפע  
עולמות  
מחשבה  
צלולה  
בוקר  
ערב  
שלל  
ברוך הוא"
