book_name,parsha_name,dvar_torah_id,passage_id,passage_content
Divrey Yoel,Va'era,1,10,"ועד""זאפ""להכוונה גם במה שאמרמרע""הלהקב""ה למה הרעתה לעם הזה, שאינו כמתרעם ח""ו על דרכיוית', כי אם שאלה נכונה שאל באמרו למה הרעתה לעם הזה, ר""ל מהו הסיבה שגרם לזה שהרעתה לעם הזה ועל מה הגיע עליהם ככה, כי יש צורך בידיעה זו כדי לתקן החטא והפגם שבסיבתה בא עליהם הצרה הזאת, גם להמליץ זכות ולעורר רחמים עליהם, וכעיןשמצינובגמ' (יבמות ע""ח ע""ב) כתיב ויהי רעב בימי דוד ג' שנים שנה ראשונה אמר להם שמאעוע""זיש בכםוכו', בדקו ולא מצאו וכו' אמר אין הדבר תלוי אלא בי, מיד ויבקש דוד את פני ה', מאי היא אמר ר""ל ששאל באורים ותומיםוכו', ויאמר ה' אל שאול ואל בית הדמים וכו' עכ""דהגמ',ועד""זהי' שאלתמרע""הבאומרו למה הרעתה לעם הזה,ובעוה""רבדור הזה אין לנו מי שישאל ויחקור סיבת צרותינו לידע בשל מי הרעה הזאת ומה הגיע אלינו ככה, ותרופה אחת לנו שכולנו יחד נישא לבבינו אלאלבשמים, ונשוב אליו באמת ובלב שלם ונתקן אשר פגמנו עד שישוב וירחמנו."
Divrey Yoel,Va'era,1,11,"ולדרכינויתבאר הקישור למה הרעתה לעם הזה ולמה זה שלחתני,עפי""משפי' האר""יהק'עה""כלכה ואשלחך וגו' על כי בזה השליחות ששלח השי""תלמרע""ההי' בו טובה ורעה טובה לישראל ורעה למצרים, ומאתוית' לא תצא הרעה, להכי נגד הרעה שמגיע מהשליחות אמר לכה כלומר לך מדעתך, ונגד הטובה שמגיע ממנה אמר השי""ת ואשלחך אני משלח אותך עכת""דהק', וזה שטעןמרע""הקובל אני על ששלחתני,דהאממה שאמרת לי ואשלחך, נשמע שע""כ יצמח טובה לישראל מהשליחות, כי אם הקב""ה המשלח הרי מאתו לא תצא הרעה, ועדיין לא נתגלה בחי' הטוב שבשליחות, אדרבה ומאז באתי אל פרעה לדבר בשמך הרע לעם הזה והצל לא הצלת את עמך. ואין זה כבוד שמים שיתייחד השליחות בשמך על בחי' הרעה, ולכןמרע""הבגודל ענוותנותו תלההחסרוןבעצמו, כי הוא אשר מעל ח""ו בשליחות וע""ז הי' קובלמרע""ה, דהרי ראה כי הוכבד העבודה עלבנ""יוהוא מא' משתי הסיבות, או שחטא העם גרם לזאת ושאל למההרעותהלידע הסיבה ע""מ לתקנה, אושהחסרוןממנו על כי הוא הי' השליח לזה וכנ""ל, והשיב לו הקב""ה לסתור טענתו שאיןהחסרוןממנו ח""ו, אלא שכל זה הי' מן השמים, מפני שהי' צורך לאלו הדיבורים שיאמר משה רבינו למההרעותהוגו' כדי שיעורר על ידם רחמים על ישראל, ואחר שאמר למההרעותהא""ל הקב""ה עתה תראה וגו' כי כבר נשלם הרצון ונתעורר רחמים ע""י דיבורך."
Divrey Yoel,Va'era,1,12,"ואפ""לשזהו הכוונה במאמר הכתוב וידבראלקיםאל משה זהמדה""ד, שדבר אתו משפט על שהקשה לדבר ולומר למההרעותה,דלמראיתעין הי' נחשב זאת לחטא, אבל אליבא דאמת הוכנו דיבורים אלו מן השמים וזה ירמוז ויאמר אליו אני ה'דמ""שמשה למההרעותהוגו' אני ה' אמרתי זאת, והשכינה מדברת מתוך גרונו של משה, והקב""ה סיבב כן שיהיו נאמרים דיבורים הללו מפי משה נביאו, כי הי' צורך לדיבורים הללו לעורר רחמים על ישראל, וכעיןשמצינובגמ' (יבמות קכ""א ע""ב) בבתו של ר'נחוניאחופרשיחיןשנפלה לבור וכו' והודיעולר""חב""ד וכו' א""ל לא נביא אנכי וכו' אלא דבר שהצדיק מתעסק בו יכשל בו זרעו,ואר""אאעפ""כ מת בנו בצמא וכו' ע""כ,ולכאו' מדוע לא הועיל זכותו גם לבנו שינצל בטענה זו דבר שהצדיק מתעסק בו יכשל בו זרעו, ובשיטה מקובצת (מס'ב""ק) כתב ולרבינונל""פאמרתי כלומר השמעתי דבר זה לפני הקב""ה וכו' והסכים הקב""ה לדברי, שכן דרכושל הקב""ה שמסכים לסברת הצדיקים שבדור, וכשמת בנו בצמא כבר מת ר'חנינאעכ""ד, וכן פי' בעץ יוסף על עין יעקב עיי""ש, הרי דאף אםהסבראאמיתית, מ""מ אם הקטרוג גדול יש צורך שצדיקגדול יאמר זה והקב""ה מסכים לסברת הצדיקים, וכן הי' כאן צורך גדול לאלו הדיבורים שיאמר משה רבינו למההרעותהלעם הזה כדי לעורר רחמים למעלה,ובעוה""רמה נענה אנן בדורותינו אלה בגודל השפלות אין מי יטעון בעדינו לעורר רחמי שמיא עלינו ורקהבוכ""עבעצמו למענוית' יעשה ולמען שם קדשו שלא יחולל בגוים."
Divrey Yoel,Va'era,1,13,"ואפ""לעודבמאמה""כויאמר אליו אני ה',דמ""שמשה למההרעותהוגו' זה אומר גם הקב""ה כביכול לטעון נגד מדת הדין, כי מלך במשפט יעמיד ארץומלכותאדרקיעכעיןמלכותאדארעא, וכשיש ח""ו התעוררות דין למעלה אז יגער ה' בך השטן והקב""ה טוען נגדו, אלא שיש צורךבאתערותאדלתתא, לזה צורך בדיבורים של צדיק אמת לעורר רחמים למעלה. והנה אז הי'מרע""המצער עצמו בצרתן של ישראל וטען בשבילם למההרעותהלעם הזהועי""כהי' מעורר רחמים עליהם, אמנם מה יעשו ישראל באותן הדורות שלא יהי' משה רבינו בעולם ומי יטעון בשבילם, כי מאז ראהמרע""השהגאולה אינו נצחי,ומה""טהי' מסרב בשליחותו כי רצונו הי' להמתין עד שיהי' גאולה נצחי, ולזה נחמו הקב""ה ויאמר אליו אני ד', דמה שאמרת למההרעותהוגו' אני ה' אמרתי זאת, ודיבורו יתברך נצחי לעולם וקיים לדורי דורות, ואנחנו צריכים לעורר רחמים על זה שהקדוש ברוך הוא יטעון בשבילנו למההרעותהלעם הזה וגו' שכבר סבלנו די והותר מחבלי משיח, ומעתה נזכה לעבוד השי""ת בהרחבה ובלי צרהועקתאונזכה במהרה לישועת השי""ת בהתגלות כבוד שמים עלינו במהרה בימינו אמן."
Divrey Yoel,Va'era,2,14,"וידבראלקיםאל משה ויאמר אליו אני ה',במד""ר(פ' ו' סי' א')הה""ד(קהלת ב') ופניתי אני לראות חכמה והוללות וסכלות כי מה האדם שיבוא אחרי המלך את אשר כבר עשהווכו', לפי שכבר הודיע הקב""ה שלא יניח אותם פרעה לילך שנא' וכו' ואני אחזק את לבו. ומשה לא שמר את הדבר הזה אלא בא להתחכם על גזירתו של הקב""ה והתחיל אומר ה' למההרעותהלעם הזה. וע""ז נאמר שאותה חכמה ודעת של משה של הוללות וסכלות הי' כי מה האדם שיבוא אחרי המלךוכו', ועל דבר זה בקשהמדה""דלפגוע במשההה""דוידבראלקיםאל משה, ולפי שנסתכל הקב""ה שבשביל צער ישראל דיבר כן חזר ונהג עמובמדה""רויאמר אליו אני ה' עכ""ד המדרש וכולו מוקשהדאיךיתכן לומר שמשה לא שמר את הדבר הזהדנראהכאילו שכח או עבר ח""ו על דברי השי""ת, ולא יתכן לחשוב כן עלמרע""המובחר היצורים אבי כל הנביאים. גם צ""ב מה שאמר שאותה חכמה ודעת של משה של הוללות וסכלות הי',דממנ""פאם הי' חכמה ודעת אין כאן הוללות וסכלות, ואם הוללות וסכלות אין כאן חכמה ודעת, והם ב' הפכים רחוקים מן הקצה אל הקצה."
Divrey Yoel,Va'era,2,15,"ב)במד""ר(פ' ו' סי' ב')הה""ד(קהלת ז') כי העושק יהולל חכם ויאבד את לב מתנה, כי העושק יהולל חכם זה משה, עשק שעשקו אותו דתן ואבירם יהולל חכםעירבבואותו, ויאבד את לב מתנה וכי תעלה על דעתך שהי' משה מתאבד, אלא הם שהקניטוהו ואמרו לו ירא ה' עליכם וישפוט, ואף הוא הקפיד ואמר ומאז באתי לדבר אל פרעהוכו', באותה שעה בקשהמדה""דלפגוע בו שנא' וידבראלקיםאל משה, א""ל הקב""ה וכי בשר ודם אניבמדותישאיני מרחםהה""דויאמר אליו אני ה',וצ""בשהקשה בעל המדרש וכי תעלה על דעתך שהי' משה מתאבד, ותירץ שהם הקניטו אותו ועל ידם הי' מתאבד כמ""ש ויאבד את לב מתנה, ולכאורה עדייןהקושיאבמקומה עומדת וכי תעלה על דעתך שהי' משה מתאבד, דגם אם הקניטוהו דתן ואבירם לא יתכן לומר שהי' משה מתאבד ח""ו. גם צ""ב הלשון ויאבד את לב מתנה שאין לו ביאור עפ""י פשוטו, ובידי משה פי' שחסר כאן בדברי המדרש וצריך להגיה מתונה כתיב, וכ""ההגירסאבמדרש קהלת על פסוק הזה, ויאבד את לב מתנה מתונה כתיב, אילו הי' משה מתון הי' ניצול אלא שהקניטוהו והקפידו אותו ואמר ומאז באתי לדבר אל פרעה וגו' עכ""ל. אמנם קשה לומר שבכל דפוסי המדרש חסרגירסאזו, גם בלשון הכתוב מתנה כתיב ולא מתונהוצ""ב."
Divrey Yoel,Va'era,2,16,"ונל""פבהקדם מ""ד בגמ' (תענית כ""ג ע""א) ת""ר פעם אחת יצא רוב אדר ולא ירדו גשמים שלחו לחוני המעגל התפלל ולא ירדו גשמים,עגעוגה ועמד בתוכה וכו' אמר לפניו רבש""ע נשבע אני בשמך הגדול שאיני זז מכאן עד שתרחם על בניך, התחילו גשמיםמנטפיןוכו' אמר לא כך שאלתי אלא גשמי בורותשיחיןומערות, ירדו בזעף וכו' אמר לפניו לא כך שאלתי אלא גשמי רצון ברכה ונדבהוכו', שלח לו שמעון בן שטח אלמלא חוני אתה גוזרני עליך נידויוכו', אבל מה אעשה לך שאתה מתחטא לפני המקום ועושה לך רצונך כבן שמתחטא על אביו ועושה לו רצונו,פרש""ימתחטא לשון חטא כלומר הולך וחוטא, עוד שם בגמ' (דף כ""ה ע""א) לוי גזרתעניתאולא אתאמיטראאמר לפניו רבש""ע עלית וישבת במרום ואין אתה מרחם על בניך אתאמיטראואיטלע,א""ראלעזר לעולם אל יטיח אדם דברים כלפי מעלה שהרי אדם גדול הטיח דברים כלפי מעלהואיטלעומנו לוי עכ""דהגמ', הרי מצינו בצדיקים וקדושים שהטיחו דברים כלפי מעלה בשביל טובת ישראל, אף שידעו שיחשב להם לחטא ופגם ויענשו על זה, מ""ממסרונפשייהולטובת ישראל ונתקבלה תפילתם להמשיך ישועה לישראל, וכמו""כמרע""השאמר למההרעותהבשביל צערן של ישראל. אף שידע בנפשי' כייענשעלי' מ""מ מסר נפשו לטובת ישראל."
Divrey Yoel,Va'era,2,17,"ונקדיםדברי ק""ז הייטב לב זי""ע (פ' נח) לבאר אמרם ז""ל (זבחים קט""ז ע""א) נח איש צדיק תמים וגו' צדיק במעשיו תמים בדרכיו,פרש""יז""ל תמים עניו וסבלן,עפי""משפי'הגה""קמבארדיטשובזצ""להכ' שיש יתרון לחכמה מן הסכלות כיתרון האור מן החושך, כי אור משמעותי'יממאומשמעותי'אורתאכדאי'בפ""קדפסחים,משא""כחושך אין משמעותי' רק לילהוכו', זה עצמו ההבדל שבין חכמה לסכלות, כי החכם אם שהוא חכם לפעמים ישנה טעמו וריחו לפי הצורך ויעשה עצמו כסיל, ע""ד שעשה דוד בשנותו את טעמו לפני אבימלך,משא""כהכסיל אין בידו לעשות עצמו חכם בשום פעם ואופן עכ""ד, והוא נאותלענינינוכי זה גדר החכם להיות עניו ושפל, וכל גאה שוטה, אך לפעמים צריך להתלבש בלבוש הגאות לצורך הזמן לקנא קנאת ה' צבאות להשיב רבים מעון וכו' וגםלאפושיברחמים אבני דורו. וזהו גדר החכמה להשתמש בתרי אנפין גבר ענותן ושפל ולפעמים גאה וגאוןהכללפי שעה שמע לו וזהו ענין התחכמות וכו' ומי שמתנהג בדרך הנ""ל חכם מתקרי,משא""כמי שאינו בידו רק ע""ד אחד ומהנמנע אצלו להתלבש בלבוש הגאות ולחלף שמלותיו יקרא תם שאינו יודע לרמות, ולכן יקרא נח בשם תמים כי לא הי' לו ענין התחכמות לעשות פעם כך ופעם כך וכו'אתד""קיעיי""ש."
Divrey Yoel,Va'era,2,18,"והנהמרע""ההי' עניו מכל האדם אשר על פני האדמה כמו שהעידה עליוהתוה""ק, וכאן לבש לבוש הגאות להתפלל על ישראל ולדבר כלפי מעלה דברים שאינם מן המוסר לומר להקב""ה למההרעותה, וזה הי' לו מגודל מעלתחכמתושהי' בידו לשנות טעמו ולעשות דבר שנראה כהוללות וסכלות בשביל טובת ישראל, ובזה יובן דברי המדרש שאותה חכמה של משה של הוללות וסכלותהיתה, דמה שמשה לא שמר את הדבר ואמר למההרעותההי' בכוונה גדולה מאתו בשביל טובת ישראל, ואף שהי' עניו מכל אדם מ""מ לצורך השעה לבש לבוש הגאות ע""י גודלחכמתוועשה דבר שנראה כהוללות וסכלות בשביל טובת ישראל. והנה מדריגה זו שיוכל האדם להשתמש בתרי אנפין לשני הפכים זהו מתנה מהקב""ה, כי האדם מצד יגיעת עבודתו א""א להגיע לידי מדה זו שהיא למעלה מן הטבע, ורק הקב""ה שהוא כל יכול יש לו מדה זו שיכול לעשות שני הפכים בנושא אחד, אלא שהואיתב""שנותן מתנה זו לצדיקים אמיתיים העובדים אותו באמת שגם הם יוכלו להשתמשבמדהזו לעת הצורך."
Divrey Yoel,Va'era,2,19,"ובזהיתבאר דברי המדרש כי העושק יהולל חכם ויאבד את לב מתנה, ע""דשאמה""כארמי אובד אבי ודרשו רז""ל בקש לבן לעקור אתהכל, ואף שלא עלה בידו נחשב לו המחשבה כמעשה, וכמו""כ מה שדרשו רז""ל על עושק של דתן ואבירם ויאבד את לב מתנה, לפי שרצו לאבד נחשב להם כעשי',ומ""שאת לב מתנה פי' מתנה זו שנתן הקב""הלמרע""השיהי' בידו להשתמש בשני הפכים, ואף להפלגתענותנותויוכל להשתמש בלבוש הגאות ולהפציר בתפלתו על ישראל, מתנה זו רצו דתן ואבירם לאבדממרע""הע""י שהקניטוהו,וז""פויאבד את לב מתנה שרצו לאבדמלבושל משה המתנה שניתן לו מהקב""ה, ולזה הקשה המדרש וכי תעלה על דעתך שהי' משה מתאבד, ותירץ אלא שהקניטוהו ואמרו לו ירא ה' עליכם וישפוט ורצו לאבדמלבושל משה המתנה שקיבל מהקב""ה, אבל לא עלתה בידם הרצון ההוא,ומרע""הנשאר בגדולתו וקדושתו ואף הוא הקפיד וכו' ולבש לבוש הגאות בשביל טובתן של ישראל ונתקבלה תפלתו אצל הקב""ה, אולם אעפ""כ אמר הכתוב ויאבד עד""ש בלבן ארמי אובד אבי לצד הרצון שלו."
Divrey Yoel,Va'era,2,20,"עודנל""פאומרו ויאבד את לב מתנה,עפי""משפירשתימ""שישמח משה במתנת חלקו כי עבד נאמן קראת לו,דלכאו' צ""במ""שבמתנת חלקושהי""לבמתנה מה שנקרא עבד נאמן, והלאבודאייאות לו שם זה ע""ש עבודתו שהי' עבד נאמן להקב""ה ומסר נפשו בכל רגע על קדושת שמוית', ופירשתיעפי""מדאיתאבגמ' (ברכות ל""ד ע""ב) מעשה בר'חנינאבןדוסאשהלך ללמוד תורה אצלריב""זוחלה בנו שלריב""זא""לחנינאבני בקש עליו רחמים ויחי', הניח ראשו בין ברכיו ובקש עליו רחמים וחי',א""ריוחנן בן זכאי אלמלי הטיח בן זכאי את ראשו בין ברכיו כל היום כולו לא היו משגיחים עליו, אמרה לו אשתו וכיחנינאגדול ממך. אמר לה לאו אלא הוא דומה כעבד לפני המלך ואני דומה כשר לפני המלך,פרש""יכעבד בן בית נכנס ויוצא שלא ברשות, כשר לפני המלך שאינו רגיל לפניו ע""כ, מבואר שאע""פ שמעלת השר ודאי גדול יותר ממעלת העבד, מ""מלעניןליכנסלפני המלך גם בלי רשות גדלה מעלת העבד יותר שהוא יוצא ונכנס תמיד, והנהמרע""הלגודל מעלתו הי'בבחי' שר לפני המלך מלכי המלכים הקב""ה, אבל לטובת ישראל הי' צריך למעלת העבד להיות עייל בלא בר, ולפעול בתפלתו רחמים על ישראל, ונתן לו הקב""ה מעלה זו בתורת מתנה,וז""פישמח משה במתנת חלקו כי עבד נאמן קראת לו: אף שכליל תפארת בראשו נתת לו והי'בבחי' שר לפני המלך, מ""מ ניתן לו במתנה גם בחי' עבד להיות יוצא ונכנס תמיד להתפלל על ישראל, וזאת המעלה רצו דתן ואבירם לאבד ממנו ע""י שהקניטוהו ואמרו ומאז באתי וגו'וז""פכי העושק יהולל חכם ויאבד את לב מתנה שרצו לאבדמלבושל משה אותה המתנה שנתן לו הקב""ה להיות יוצא ונכנס ומתפלל על ישראל תמיד, אלא שלא עלתה בידם, מ""מ ע""ש הרצון אמר הכתוב ויאבד לב מתנה וכנ""ל."
Divrey Yoel,Va'era,3,21,"וידבראלקיםאל משה ויאמר אליו אני ה',יל""דדפתחבמדתהדין וידבראלקיםומסיים אני ה' שהוא שם של רחמים."
Divrey Yoel,Va'era,3,22,"ב)(פרשה ו' סי' א')הה""דופניתי אני וגו' כי מה האדם שיבא אחרי המלך את אשר כבר עשוהו (קהלת ב'), הפסוק הזה נאמר על שלמה ועל משה וכו' כיצד נאמר על משה, לפי שכבר הודיע הקב""ה למשה שלא יניח אותם פרעה לילך, שנא' ואני ידעתי כי לאיתןאתכם מלך מצרים להלוך ואני אחזק את לבו, ומשה לא שמר את הדבר הזה אלא בא להתחכם על גזירתו של הקב""ה והתחיל אומר ה' למההרעותהלעם הזה וכו' עכ""ד המדרשוצ""בהכוונהבמ""שאת אשר כבר עשוהו."
Divrey Yoel,Va'era,3,23,"ג)שםבמד""ר(פ' ו' סי' ב') א""ל הקב""ה חייך יש לך לידע שנאמר טוב אחרית דבר מראשיתו, טובה אחריתן של ישראל מראשית שנתתי להם במצריםוכו',וצ""ב."
Divrey Yoel,Va'era,3,24,"ד)הקמתי את בריתי אתם לתת להם את ארץ כנען וגו' דרשו רז""ל (סנהדרין צ' ע""ב) לכם לא נאמר אלא להם מכאן לתחיית המתים מן התורה, ראוי להבין כוונת דרשתם ז""ל מדוע רמז הכתוב להבטחת תחיית המתים בפרשה זודייקא."
