book_name,parsha_name,dvar_torah_id,passage_id,passage_content
Divrey Yoel,Shemot,10,10,"ונקדים דברי הזוה""ק (שמות ב' ע""ב) מה כתיב ואלה שמות בנ""י וגו' כיון דכתיב בנ""י מהו את יעקב, הבאים אתו אצטרך למימר, אלא אלה שמות בנ""י אינון רתיכין ומשריין עילאין דנחתו עם יעקב בהדי שכינתא בגלותא דמצרים עכ""ד הזוה""ק, ופי' בהג' מהרח""וו ז""ל עם יעקב בהדי שכינתא, שהשכינה נקראת יעקב עכ""ל, וירמוז עוד בשם יעקב עפי""ד ק""ז זלה""ה בתפלה למשה עה""פ לולי ד' שהי' לנו יאמר נא ישראל, שיש עוד טעם על אמירת יעקב, כי היו""ד אות משמו יתברך, ויעקב הוא לשון שפלות רומז על הגלות, ור""ל שבגלות ג""כ ד' אתנו, ובכל צרתם של ישראל לו צר כביכול עייש""ד, וזה ירמוז כאן את יעקב איש וביתו באו, שבאו עמו שכינתא ופמלי' דילי' כמו שפי' בזוה""ק, ובכח זה נתקיימו ישראל בקדושתן וזכו להגאל משם, וז""ש במדרש את יעקב כל אלו מכוחו של יעקב שסגל מצות ומעשים טובים, ר""ל בכח זכותו ומידתו ירדה שכינה הק' עמהם למצרים, גם כי שם יעקב ירמוז על בחינה זו כנ""ל, וכמו""כ בכל הגליות כביכול עמנו בצרה. והוא שעמדה לנו, ולולי זאת לא הי' נשאר ח""ו שריד ופליט אחר כל המאורעות שעברו עלינו, ובכח זה נשאר לנו בחי' קדושה, אעפ""י שזעיר הוא מאוד מ""מ השתלשלות הקדושה לא נפסק, וממנה תתרחב ותתפשט עד שימלא הארץ דעה את ד' ונזכה לגאולה שלימה בהתגלות כבוד שמים עלינו במהרה בימינו אמן. "
Divrey Yoel,Shemot,11,11,"ואלה שמות בנ""י הבאים מצרימה את יעקב איש וביתו באו, יל""ד שהתחיל הבאים בלשון הוה ומסיים איש וביתו באו בלשון עבר, גם מתחלה הזכיר בני ישראל הבאים, וגמר אומר איש וביתו באו והי""ל לכללינהו יחדיו בנ""י הבאים מצרימה את יעקב איש וביתו. "
Divrey Yoel,Shemot,12,12,"ויתבאר בהקדם דברי המדרש ילקוט ותמלא הארץ אותם א""ר יוחנן מלאו את מצרים, והכוונה עפ""י פשוטו דכ""ז שהי' יע""א בחיים חיותו היו בנ""י מופרשים ומובדלים בארץ גושן ולא נכנסו לארמ""צ כלל, ואחר שנסתלקו יע""א ויוסף בקשו לעשות התחברות עם המצריים ויצאו מגושן ומלאו את ארץ מצרים, וכמו הפירוש השני שבמדרש שנתמלאו בתי טרטיאות וכו', שלא הי' זה בחיי יע""א, כי אז היו כולם גדורים בעריות והתרחקו ממקומות אלו, וכמו""כ גם למצרים לא הלכו, ואחר הסתלקות יע""א ויוסף מילאו את ארמ""צ, ואף שהי' קביעותם בארץ גושן כמקדם, אבל יצאו גם לארץ מצרים ולא נבדלו מהם. "
Divrey Yoel,Shemot,13,13,"ואפ""ל עוד עפמ""ש הרד""ק ז""ל עה""כ (יהושע י""א ט""ז) ויקח יהושע את כל הארץ הזאת וגו' ואת כל ארץ הגושן וגו' וז""ל אין זה גושן של מצרים, ובדרש אומר כי הי' גושן של ארמ""צ, והוא נבלעת בתוך ערי ישראל, כמ""ש ויעל לקראת אביו גושנה, מלמד שהוא בעלי' כלפי ארץ ישראל, ובזכות שהלך יהודה בשליחות אביו להורות לפניו, זכה שיהי' לחלקו ארץ גושן שהיא טובה עכ""ל, ובש""ך עה""ת כתב ואפשר באומרו ואת יהודה שלח לפניו, רמז כאן שנשתלחה אותה רצועה מא""י לגושן וכו', ואותה רצועה היתה נעלמת ולא היתה נודעת אלא ליעקב ובניו, ולזה אמרו ועתה ישבו נא עבדיך בארץ גושן וכו', ולפי""ז יע""א לא נכנס באויר חו""ל כלל שלא להיטמא מאויר ארץ העמים, אלא היתה רצועה של א""י מתקפלת והולכת לפניו והוא בתוכה, וכן כשהוליכוהו לאחר מיתה היתה מתקפלת והולכת עמו, וזהו שרמז לו אנכי ארד עמך מצרים ואנכי אעלך גם עלה וכו' עכ""ל. והסבר הענין במ""ש שנשתלחה רצועה מא""י לחו""ל, הכוונה על פנימית הארץ, וכל יושבי הארץ בודאי לא הכירו ולא ראו שום השתנות בארץ, (עי' בספרי ויואל משה מאמר ב' סי' קכ""ט) עכ""פ מבואר בדבריו דכ""ז שהי' יע""א בארץ גושן הי' שם א""י ממש, ולא ביאר מתי נסתלקה קדושת א""י מארץ גושן, ואפשר דכ""ז שיוסף קיים עדיין הי' שורה שם קדושת א""י, ואחרי הסתלקותו פנה הרצועה של א""י משם. "
Divrey Yoel,Shemot,14,14,"ובזה יבואר דברי המדרש הבאים מצרימה וכו' מת יוסף וכו' כאילו אותו היום נכנסו למצרים וכי תימא הלא כבר באו, לזה אמר את יעקב איש וביתו באו, שמתחלה כאשר באו עם יע""א גס ביתו הלך עמו מא""י והי' שם קדושת א""י, ורק עכשיו נכנסו למצרים, ובזה יובן דברי המדרש ילקוט ותמלא הארץ אותם שמלאו את מצרים, דאף שנשארו בארץ גושן כמקדם, מ""מ עד עכשיו לא הי' המקום ההוא ארץ מצרים רק א""י, והי' נרגש להם הבדל הרוחני בין גושן למצרים, ע""כ לא רצו ישראל לצאת כלל מא""י למצרים, אבל אח""כ נסתלקה קדושת א""י משם ע""כ מלאו את כל ארמ""צ כי לא הי' עוד הבחנת גבול ביניהם. "
Divrey Yoel,Shemot,15,15,"ואלה שמות בני ישראל הבאים מצרימה וגו', הקשו המפרשים ז""ל הרי כבר מנה שמות השבטים לעיל בפ' ויגש ולמה חזר ומנאן כאן. "
Divrey Yoel,Shemot,16,16,"ב) במד""ר א""ר אבהו כל מקום שנאמר אלה פוסל את הראשונים, ואלה מוסיף על הראשונים וכו', ואלה שמות הוסיף שבח על שבעים נפש שנאמרו למעלה שכולם היו צדיקים ע""כ דברי המדרש, וצ""ב הרי אלו האמורים כאן הם עצמן נזכרו למעלה ובמה יתוסף שבחם בהזכירם עוה""פ. "
Divrey Yoel,Shemot,17,17,"ג) במדרש תנחומא ואלה שמות בני ישראל זש""ה כשמך אלקים כן תהלתך., ראוי להבין קישור פסוק זה לכאן. "
Divrey Yoel,Shemot,18,18,"ונקדים דברי הגמ' סוטה (ל""ד ע""ב) א""ר יצחק דבר זה מסורת בידינו מאבותינו, מרגלים על שם מעשיהם נקראו, ואנו לא עלה בידינו אלא אחד סתור בן מיכאל. סתור שסתר מעשיו של הקב""ה מיכאל שעשה שונאו מך וכו', ולכאורה יש להבין הלא כתיב במרגלים כולם אנשים, ואמרו רז""ל כל אנשים שבמקרא לשון חשיבות: ובאותה שעה כשרים היו ואיך אפשר לומר שנקראו על שם מעשיהם, ועדיין הי' הבחירה בידם להטיב. "
Divrey Yoel,Shemot,19,19,"ונראה לבאר בהקדם דברי הגמ' סנהדרין (ק""ט ע""ב) ויקח קרח א""ר לקיש שלקח מקח רע לעצמו, קרח שנעשה קרחה בישראל, בן יצהר וכו', בן לוי שנעשה לוי' בגיהנם, וליחשוב נמי בן יעקב שעקב עצמו לגיהנם וכו', יעקב ביקש רחמים על עצמו שנאמר וכו' עכ""ד הגמ', וכתב האוה""ח הק' (בפ' קרח) וזל""ק ובעיני יפלא למה יכנה דברים הרעים לשמות הצדיקים. ולא די זה אלא שמקשה בעל הדרשה וליחשוב בן יעקב וכו', ותירץ דע כי כשברא ה' את האדם ברא נטע אחד שבו כלולים כל ענפי הקדושה, וכשחטא ונפגם נפגמו כל הנשמות שהיו תלוים בו: וכל שיצאו ממנו פגומים היו, עד שיצתה נפש אברהם וכו', ויצתה נשמת יעקב בלא שום דופי וכו', נמצינו אומרים שהאילן הוא יעקב ויצאו ממנו י""ב ענפים ואחד מהם הוא לוי, ענף זה העניף ג' ענפים וכו' וקהת העניף ד' ענפים עמרם יצהר וכו', וענפי יצהר הוא קרח וכו', קרח בתחלה הי' נקרא קרח טהור וכו' בן לוי שנתלוה מיום לידתו להקב""ה בכמה מעלות, ועכשיו הענף עצמו שנקרא קרח נפגם ועשה בו קרחה, ולא ענפו בלבד אלא גם שורש הענף שבא ממנו וכו', ולא זו בלבד אלא גם שורש הענף הראשון שיצא מיעקב שורש של נפש קרח אשר משם נעקרה, נפגמה ועשתה בו נקמה ללוותן לגיהנם, וממה שלא הזכיר הכתוב בן יעקב וכו', לפי שהתפלל על עצמו וכו' וזהו היתה תפלתו של יעקב שלא יגיע כח החטא עד עיקר השורש שביעקב, ולא ינתק חבל הכסף מעיקרו ויש תקוה לאחריתם וכו' עכלה""ק. ועד""ז יובן אצל המרגלים דאם לא היו עושין המעשה הרע הזה, הי' מורה שמותיהם לטובה, אך ע""י מעשיהם נשתנה פירוש שמותיהם ונקראו לגנאי ע""ש מעשיהם, כי שם האדם מאיר לפי מעשיו, וכ""ז שהי' מעשיהם טובים הי' מאיר שמותיהם לטובה ואח""כ נשתנה שמותיהם בערך מעשיהם. "
Divrey Yoel,Shemot,20,20,"ונקדים דברי המדרש (שמו""ר פ""ג ס""ו) ויאמר אלקים אל משה א""ר אבא בר ממל א""ל הקב""ה למשה שמי אתה מבקש לידע לפי מעשי אני נקרא, פעמים שאני נקרא בקל שד""י בצבאות, באלקים, בד', כשאני דן את הבריות אני נקרא אלקים, וכשאני עושה מלחמה ברשעים אני נקרא צבאות, וכשאני תולה על חטאיו של אדם אני נקרא ק""ל וכו' ע""כ דברי המדרש, וכמו""כ שבחיו ותואריו ית' הם ע""ש פעולותיו, כמ""ש בגמ' (ברכות ל""ג ע""ב) ההוא דנחית קמי' דר' חנינא אמר הקל הגדול הגבור והנורא האדיר והעזוז וכו', כי סיים א""ל סיימתינהו לכולהו שבחי דמרך, למה לי כולי האי, אנן הני תלת דאמרינן אי לאו דאמרינהו משה רבינו באורייתא ואתו אנשי כנה""ג ותקנינהו בתפלה לא הוינן יכולין למימר להו, ואת אמרת כולי האי ואזלת, משל למלך בשר ודם שהי' לו אלף אלפים דינרי זהב והיו מקלסין אותו בשל כסף. והלא גנאי הוא לו עכ""ד הגמ', ולכאורה לפי הנחה זו איך תיקנו אנשי כנה""ג לומר הקל הגדול הגבור והנורא, וקשה כמו""כ וכי סיימתינהו לכולא שבחי', אך נראה דלשבח את השי""ת בתואר עצמי אסור, כי הבוי""ת לית מחשבה תפיסה בי' כלל, אולם תוארים אלו הקל הגדול וכו' דאמרינהו משרע""ה הם ע""ש פעולותיו ומדותיו ית' ותליא במעשי בנ""א כידוע, והוא דבר שיש לו קצבה ויתכן בו לשבח את השי""ת, ומשה רבינו ואנכה""ג השיגו פעולותיו ומדותיו ית' השולטים בעולם, וע""ש זה תקנו לומר הקל הגדול הגבור והנורא, וכדאי' בגמ' (יומא ס""ט ע""ב) למה נקרא שמן אנשי כנה""ג שהחזירו עטרה ליושנה, אתא משה ואמר הקל הגדול הגבור והנורא, אתא ירמי' ואמר נכרים מקרקרין בהיכלו אי' נוראותיו לא אמר נורא, אתא דניאל ואמר נכרים משתעבדים בבניו או' גבורותיו לא אמר גבור, אתו אינהו ואמר אדרבה זו הוא גבורותיו וכו' עכ""פ מבואר שתואריו ושבחיו ית' הם ע""ש פעולותיו ית' וכמו""כ שמותיו ית' כמבואר במד""ר הנ""ל. "
Divrey Yoel,Shemot,21,21,"ועפי""ז נראה לפרש הפסוק כשמך אלקים כן תהלתך, היינו כשמו של הקב""ה שנקרא ע""ש פעולותיו כן תהלתך, שגם תהלותיו ית' ע""ש מעשיו ופעולותיו, והנה כבר אמרנו לעיל כי שמותיו של אדם נשתנה ג""כ לפי מעשיו, וכלל הוא שהאדם אינו עומד במדריגה א' רק הולך, ואם אינו הולך ח""ו למעלה אזי יורד חלילה למטה, ובשום פנים אינו עומד במקום אחד, והצדיקים עולים תמיד במדריגתם ולפי מעשיהם נשתנה שמותיהם לטובה. ועפי""ז יובן המדרש ואלה שמות בנ""י וגו' מוסיף שבח על הראשונים וגו' ולכאורה הלא הם עצמם כבר נזכרו למעלה וכשנמנו למעלה היו ג""כ צדיקים, ומה מוסיף עליהם, אבל באמת ע""י שהיו צדיקים עלו תמיד במדריגתם, ולפי מעשיהם נשתנה שמותיהם לעילוי, ואינם כמו שנמנו למעלה, כי פנימיות שמותיהם נשתנה לטובה, ולזה כפל כאן עוה""פ שמותיהם להוסיף שבח על הראשונים, ולהורות שבשמותיהם נעשה תוספת שבח, וזה שהסמיכו במדרש תנחומא לכאן הפסוק כשמך אלקים כן תהלתך, דכמו""כ אצל הבוית""ש כשמך אלקים כן תהלתך כנ""ל ששמו ותהלותיו יתברך ע""ש מעשיו ומדותיו. "
Divrey Yoel,Shemot,22,22,"במסיבה להחזקת הישיבה במדרש (פ' א' סי' ב') ואלה שמות בנ""י וגו', א""ר אבהו כ""מ שנאמר וכו' ואלה מוסיף על הראשונים וכו' ואלה שמות הוסיף שבח על שבעים נפש וכו' שכולם היו צדיקים עכ""ד המדרש וצ""ב. "
Divrey Yoel,Shemot,23,23,"ונל""פ בהקדם דברי קדוש זקיני הייטב לב זלה""ה ריש פרשתינו וזה לשון קדשו, על פי מה שפירש מוזלה""ה וזרח השמש ובא השמש וגו', דאיתא בגמרא ריש פ""ק דברכות (דף ב' ע""א) ממאי דהאי ובא השמש ביאת שימשא הוא דילמא ביאת אורו הוא, ופרש""י שיאיר השמש וכו', והקשו התוס' עלי' אי בזריחה הו""ל לכתוב וזרח השמש, או לשון יציאה כמו השמש יצא על הארץ ומדנקט קרא ובא השמש היינו שקיעת החמה עכ""ד. ויש להבין טעם הדבר למה נקט זריחת השמש בשם יציאה ושקיעת השמש בשם ביאה, איפכא מסתברא לקרוא זריחתה בשם ביאה שמאיר ובא לכאן. ושקיעתה בשם יציאה שיוצא מכאן, אבל יתבאר עפימ""ש חכז""ל (סנהדרין צ""א ע""ב) מפני מה חמה יוצאת במזרח ושוקעת במערב, כדי ליתן שלו' לקונה פרש""י שהשכינה במערב עיי""ש, וא""כ כשיוצאת מקונה נקרא יציאה וכשבא לקונה שזו מקומה נקראת ביאה, וז""ש וזרח השמש (היינו במזרח) ובא השמש (היינו במערב) ולמה נקרא שקיעתה במערב בשם ביאה, עז""א הטעם ואל מקומה שואף זורח הוא שם שהשכינה במערב וזו מקומה ולכן נקרא ביאה עכ""ד הישמח משה זלה""ה, וז""ש עם ה' אלה ומארצו יצאו, כי בארץ ישראל שם משכן כבודו ית', ע""כ כשגלו משם נקרא יצאו ממקומם, וא""כ קשה אהא דכתיב כאן בנ""י הבאים מצרימה, הכי זה מקומם שנקרא באים, אבל יובן כי הקשה הזוה""ק מ""ש יעקב ושכבתי עם אבותי וגו', תמן תנינא וכו' אר""י שאני יעקב דשכינה אחידא בי', כדכתיב אנכי ארד עמך מצרימה ואנכי אעלך וגו' וזש""ה וישבע יוסף וגו' ועז""א ואלה שמות בנ""י הבאים מצרימה וא""ו מוסיף על ענין ראשון ששם השכינה ע""כ שם מקומם ולכך נקראו באי""ם את יעקב (שנאמר לו אנכי ארד עמך וגו') איש וביתו בא""ו קב""ה ופמליא דילי' וכו' עכל""ק בייטב לב. "
Divrey Yoel,Shemot,24,24,"ואפ""ל עפ""י דרכו באופן אחר קצת, בהקדם לפרש מאמה""כ (בפ' ויגש) ויאמר אלקים לישראל וגו' אל תירא מרדה מצרימה כי לגוי גדול אשימך שם, פירש""י לפי שהי' מיצר על שנזקק לצאת לחו""ל ע""כ, וכן איתא ג""כ בפרקי דר""א כששמע יעקב על יוסף שהוא חי, הי' מהרהר בלבו ואמר אעזוב את ארץ אבותי ואת ארץ מולדתי ואת ארץ מגורי אבותי ואת ארץ ששכינתו של הקב""ה שרוי' בתוכה, ואלך לי אל ארץ טמאה אל תוך ערלים שאין יראת שמים ביניהם, אמר לו הקב""ה אל תירא מרדה מצרימה כי לגוי גדול אשימך שם ואנכי ארד עמך וגו' ע""כ, ומקשים דאיך התנחם בהבטחת כי לגוי גדול אשימך שם, על מה שנתיירא לירד למצרים ארץ טמאה ומקום ערלים שאין יראת שמים ביניהם, ואף אם יהי' לגוי גדול עדיין יראתו במקומה עומדת, ויתבאר עפי""מ דאיתא במדרש רבה (איכה א' ל""ג) אר""י בא וראה כמה חביבין תינוקות לפני הקב""ה, גלתה סנהדרין ולא גלתה שכינה עמהם גלו משמרות ולא גלתה שכינה עמהם, וכיון שגלו תינוקות גלתה שכינה עמהם, הה""ד עולליה הלכו שבי לפני צר מיד ויצא מן בת ציון כל הדרה עכ""ד המדרש, מבואר שבמקום תשב""ר שם הוא השראת השכינה: והנה מעת שנמכר יוסף למצרים ועד עכשיו עברו כ""ב שנים, ובכל אלו השנים לא העמיד יע""א יותר משבעים נפש, ורק אחר שירד למצרים פרו ורבו מאוד, ואמרז""ל במד""ר פ' וישלח (פ' ע""ט א') לא נפטר יעקב אבינו עד שראה ששים רבוא מבני בניו, ובוודאי ישנם ע""ז טעמים כמוסים לפניו ית' (עי' בדברינו לעיל פ' וישב ע' רס""ו) ועכ""פ כך הי' רצון המקום ית""ש, ובאלו י""ז שנים שהיו במצרים נתחנכו שם ששים רבוא תינוקות של בית רבן על ברכי התורה והיראה בחינוך קדוש, והי' שם השראת השכינה בבחי' גדולה שלא הי' דוגמתו בא""י, ולזה כשהי' יעקב אבינו מהרהר ואמר איך אעזוב ארץ ששכינתו של הקב""ה שרוי בתוכה ואלך אל ארץ טמאה, א""ל הקב""ה אל תירא מרדה מצרימה כי לגוי גדול אשימך שם ועי""ז תזכה לבחי' גדולה של השראת השכינה. "
